PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.Quantity	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.Quantity	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.Quantity	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.Quantity	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.Quantity	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.Quantity	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.Quantity	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.Quantity	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.Quantity	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.Quantity	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.Quantity	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.Quantity	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.Quantity	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.Quantity	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.Quantity	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.Quantity	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.Quantity	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.Quantity	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.Quantity	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.Quantity	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.Quantity	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.Quantity	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.Quantity	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.Quantity	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.Quantity	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.Quantity	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.Quantity	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.Quantity	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.Quantity	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.Quantity	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.Quantity
A0A0B4J1Y9	IGHV3-72	Immunoglobulin heavy variable 3-72	A0A0B4J1Y9	HV372_HUMAN	3	5	4	3	4	4	3	6	6	7	7	6	7	7	7	7	6	7	7	7	7	5	5	6	7	4	4	4	6	7	7	23578.490234375	26822.548828125	26556.548828125	27060.36328125	29724.857421875	26098.931640625	26012.087890625	53777.14453125	53812.48828125	63799.6796875	55953.46484375	49874.57421875	57851.24609375	51386.12890625	52906.359375	58802.20703125	57646.2265625	54083.0078125	58935.96484375	48246.83984375	57336.5703125	35002.09765625	26401.140625	32892.1484375	35902.34375	37538.9296875	29650.255859375	26504.931640625	34521.4609375	35816.6484375	36210.66015625
A0A0B4J279	TRAV21	T cell receptor alpha variable 21	A0A0B4J279	TVA21_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96976.8671875	125454.375	90613.2890625	84644.953125	103782.2578125	111462.046875	96898.21875	39015.6640625	43219.8828125	39206.125
A0A0B4J2D9;P0DP09	IGKV1D-13;IGKV1-13	Immunoglobulin kappa variable 1D-13;Immunoglobulin kappa variable 1-13	A0A0B4J2D9;P0DP09	KVD13_HUMAN;KV113_HUMAN	4	6	4	5	6	4	5	4	6	4	5	6	4	4	4	4	6	4	5	6	6	6	6	6	6	6	6	6	5	6	6	505804.5625	264448.96875	456050.25	299104	314191.84375	500856.75	284882.40625	337243.6875	276217.46875	311128.0625	272672.5	352002.875	316408.03125	311962.375	303972.875	319996.9375	333322.3125	312191.78125	349176.4375	307823.71875	282889.71875	283798.625	246193.96875	299680.09375	307291.34375	313225.5625	289338.6875	303908.6875	520493.03125	495674.78125	480699.34375
A0A0B4J2H0;P01742	IGHV1-69D;IGHV1-69	Immunoglobulin heavy variable 1-69D;Immunoglobulin heavy variable 1-69	A0A0B4J2H0;P01742	HV69D_HUMAN;HV169_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	34223.3984375	27967.13671875	30497.234375	39971.4296875	26798.951171875	29931.22265625	31597.791015625	46814.3203125	47468.31640625	39374.62109375	41501.28515625	32173.0703125	38258.8125	48778.5390625	50192.10546875	45998.4375	47717.1796875	47970.20703125	42610.625	51192.25390625	51369.85546875	45251.7890625	41969.96875	53973.4140625	50460.0078125	54314.69921875	50022.4296875	53388.18359375	43605.1640625	46614.47265625	34882.13671875
A0A0C4DH24	IGKV6-21	Immunoglobulin kappa variable 6-21	A0A0C4DH24	KV621_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16632.673828125	14442.42578125	12587.7470703125	14795.0888671875	14820.234375	13736.357421875	12265.0830078125	54315.796875	50115.50390625	55060.71484375	51999.51953125	56520.05859375	50183.22265625	51919.6640625	39286.43359375	38200.85546875	38392.09765625	37311.5078125	40514.6875	41054.66796875	35293.48828125	49715.921875	50666.41796875	51472.68359375	54079.40234375	46301.390625	53144.7109375	52630.875	40470.75	40410.84375	40833.55078125
A0A0C4DH25	IGKV3D-20	Immunoglobulin kappa variable 3D-20	A0A0C4DH25	KVD20_HUMAN	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	97839.9765625	66663.09375	86600.0234375	78675.9296875	52889.21875	70877.1171875	78240.6015625	206565.5625	164685.59375	215106.484375	184347.265625	188239.765625	186612.3125	226010.359375	476340.5	448047.375	448203.8125	461912.21875	462321.71875	456419.28125	471266.625	152006.890625	231783.71875	219504.375	185887.53125	221572.390625	202395.5	237124.890625	246109.0625	205660.609375	230250.546875
A0A0C4DH29	IGHV1-3	Immunoglobulin heavy variable 1-3	A0A0C4DH29	HV103_HUMAN	9	9	7	8	9	8	8	9	10	10	10	9	10	9	10	9	9	9	9	9	9	9	9	9	10	10	10	10	9	9	9	26368.1640625	23334.306640625	21348.798828125	26512.48828125	20809.427734375	22870.359375	22530.021484375	45629.78125	47837.3125	48399.08984375	50449.13671875	44872.5	45417.72265625	50228.875	48183.43359375	53479.78515625	50037.4921875	49607.74609375	52277.64453125	56755.93359375	49852.125	41705.96484375	33698.296875	45117.3671875	38856.56640625	42837.27734375	43806.2890625	39545.31640625	42568.51953125	41965.69140625	38433.20703125
A0A0C4DH31	IGHV1-18	Immunoglobulin heavy variable 1-18	A0A0C4DH31	HV118_HUMAN	5	5	5	6	5	5	5	5	5	4	5	5	5	5	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	30999.9609375	40246.6171875	45886.234375	47267.11328125	50016.3828125	41769.125	38768.0078125	57628.8046875	44728.56640625	58828.78125	42273.67578125	61072.84375	50992.890625	50461.6171875	106078.3203125	96515.28125	97073.8359375	111581.71875	100712.546875	93550.6796875	108982.2890625	100569.5234375	80877.7578125	85926.53125	78059.40625	86060.3515625	84316.4140625	100964.9921875	67935.609375	82044.8203125	73524.1171875
A0A0C4DH32	IGHV3-20	Immunoglobulin heavy variable 3-20	A0A0C4DH32	HV320_HUMAN	3	3	2	3	3	2	2	3	4	2	2	3	3	3	4	4	4	4	4	4	4	2	2	3	2	2	2	2	4	4	4	9672.9443359375	12433.9228515625	13417.962890625	12655.013671875	10272.3955078125	10174.708984375	12749.0634765625	24233.013671875	21906.87109375	21521.34765625	25258.626953125	24697.103515625	23308.41796875	20876.587890625	64764.0078125	58071.26171875	64530.91796875	63445.40234375	57188.49609375	61082.0859375	67828.953125	8385.4736328125	22350.259765625	9295.9443359375	7745.359375	22926.775390625	13065.3662109375	8019.857421875	28566.46875	27244.599609375	29966.140625
A0A0C4DH34	IGHV4-28	Immunoglobulin heavy variable 4-28	A0A0C4DH34	HV428_HUMAN	5	5	5	5	6	5	5	5	6	6	5	5	6	5	6	6	6	6	6	5	5	5	6	5	6	5	6	5	6	6	6	22180.4296875	25279.865234375	22871.529296875	21106.689453125	18020.609375	23507.9453125	19216.787109375	41283.16015625	41188.2109375	46601.21484375	46937.66796875	46720.640625	44323.84375	45040.14453125	47193.32421875	49910.5546875	45648.6484375	51082.0859375	50415.03515625	51387.515625	48738.00390625	70993.9140625	58394.34765625	70529.609375	69298.9921875	73131.2578125	69510.078125	70051.203125	47938.0703125	48506.71875	46965.49609375
A0A0C4DH35	IGHV3-35	Probable non-functional immunoglobulin heavy variable 3-35	A0A0C4DH35	HV335_HUMAN	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	9248.82421875	8288.5478515625	9329.171875	10439.7666015625	10677.3623046875	10793.822265625	10223.3095703125	23857.6875	24415.26953125	27036.125	29143.322265625	26532.419921875	26356.521484375	23450.1171875	25736.240234375	20791.162109375	26815.5078125	24322.423828125	26842.962890625	27614.21875	25048.8984375	28779.52734375	21947.037109375	29803.8359375	25236.134765625	30120.8046875	27548.51171875	28865.8828125	23895.513671875	22223.162109375	22628.77734375
A0A0C4DH36	IGHV3-38	Probable non-functional immunoglobulin heavy variable 3-38	A0A0C4DH36	HV338_HUMAN	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	31090.015625	30138.1953125	17008.625	18337.798828125	30936.197265625	18574.091796875	31654.07421875	51862.5078125	59249.8984375	58392.92578125	55019.0703125	60735.21484375	57075.8359375	49571.92578125	58097.5859375	54120.31640625	53677.90625	48380.84765625	54457.06640625	53165.3046875	57813.46875	37407.07421875	44173.10546875	48889.07421875	49651.6484375	43323.94140625	48902.38671875	42995.92578125	45550.484375	38935.84375	47775.07421875
A0A0C4DH38	IGHV5-51	Immunoglobulin heavy variable 5-51	A0A0C4DH38	HV551_HUMAN	9	8	9	9	9	8	9	9	9	10	9	9	9	10	10	9	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	356724.03125	362726.34375	355694.96875	367584.46875	429851.125	367862.09375	367973.5	647149.125	635331.75	689665.6875	644033.75	662950.875	623653.75	582204.1875	1039946.8125	1038876.9375	935768	1072389.375	986931.375	1005369	1024041.9375	987618.6875	891644.3125	903206.5625	933914.3125	979601.1875	952138.125	1028504.9375	757285.125	780472	834568.75
A0A0C4DH42	IGHV3-66	Immunoglobulin heavy variable 3-66	A0A0C4DH42	HV366_HUMAN	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	14060.4501953125	12543.3330078125	12157.1962890625	8385.4912109375	13070.8779296875	13961.359375	9524.0009765625	59146.484375	47670.703125	71699.6328125	67913.3671875	65876.609375	62075.48828125	46882.4140625	121131.234375	107942.5703125	103622.5703125	130337.53125	115847.21875	137865.5625	130758.84375	149014.765625	125016.8828125	141815.40625	164611.296875	172954.4375	154408.09375	172026.140625	82930.203125	95712.6640625	78254.234375
A0A0C4DH43	IGHV2-70D	Immunoglobulin heavy variable 2-70D	A0A0C4DH43	HV70D_HUMAN	4	4	5	5	4	5	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	5	5	5	6	6	6	6	14972.916015625	16780.1015625	14466.4306640625	11737.861328125	18741.8125	18475.5625	16544.79296875	40831.6328125	35580.29296875	45898.71484375	38196.93359375	38101.109375	34140.83984375	43882.0625	72066.0390625	71957.421875	68532.6484375	71979.765625	69644.15625	71918.8828125	64714.359375	25112.88671875	17613.861328125	20173.0234375	27259.134765625	27744.138671875	26345.794921875	29148.005859375	36396.11328125	39741.9453125	34915.26953125
A0A0C4DH55	IGKV3D-7	Immunoglobulin kappa variable 3D-7	A0A0C4DH55	KVD07_HUMAN	0	1	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	NaN	11956.5859375	NaN	7726.263671875	NaN	11478.0478515625	NaN	31579.28515625	25217.603515625	NaN	17636.453125	30049.591796875	NaN	26269.60546875	NaN	15154.501953125	15942.7509765625	NaN	NaN	NaN	NaN	18304.875	20537.76171875	13971.9990234375	NaN	12450.640625	13850.62890625	20849.177734375	19774.904296875	14283.3076171875	NaN
A0A0C4DH67	IGKV1-8	Immunoglobulin kappa variable 1-8	A0A0C4DH67	KV108_HUMAN	2	4	3	4	3	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	13625.3330078125	8056.177734375	9631.533203125	10769.93359375	22247.796875	15300.4365234375	12223.552734375	42022.9296875	38939.8828125	32560.263671875	31664.833984375	45729.1796875	37158.4453125	38400.8984375	34923.53125	33572.75	34300.84765625	38473.03515625	38965.51171875	37163.65625	35933.32421875	47684.00390625	34658.3046875	41708.109375	42471.30859375	44661.5625	44681.0703125	44932.1484375	31485.77734375	34275.546875	27838.736328125
A0A0C4DH69	IGKV1-9	Immunoglobulin kappa variable 1-9	A0A0C4DH69	KV109_HUMAN	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NaN	29368.91796875	NaN	38125.0859375	NaN	31037.369140625	28698.0078125	313763.875	295184.28125	334243.0625	320397.28125	348124.625	369273.4375	263526.0625	279469.5625	239687.6875	237728.421875	254186.515625	252422.203125	270232.34375	228914.765625	309904.0625	236933.90625	308308.8125	284784.28125	303911.84375	270874.28125	268998.65625	208653.75	211719.5625	224903.859375
A0A0C4DH72	IGKV1-6	Immunoglobulin kappa variable 1-6	A0A0C4DH72	KV106_HUMAN	5	4	4	5	3	3	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	5	6	6	6	6	6	89691.9921875	82020.265625	79850.4375	83996.21875	83816.8515625	90871.6875	79341.859375	288785.09375	323267.75	286922.875	290698.34375	311622.4375	279480.53125	283414	270049.15625	273773.21875	282644.875	283485.34375	259094.8125	244212.3125	252081.265625	225859.90625	225516.390625	241084.109375	208342.96875	248624.109375	225051.78125	222811.046875	226889.78125	211202.40625	223215.640625
A0A0C4DH73;P01611	IGKV1-12;IGKV1D-12	Immunoglobulin kappa variable 1-12;Immunoglobulin kappa variable 1D-12	A0A0C4DH73;P01611	KV112_HUMAN;KVD12_HUMAN	18	19	18	16	18	19	18	20	20	17	18	19	18	18	20	20	20	20	20	20	20	18	19	18	18	17	17	17	18	20	18	163699.515625	181223.28125	169024.78125	182699.71875	181794.515625	173806.21875	171576.46875	375943.03125	393431.96875	359326.5	336891.71875	396851.8125	376521.90625	408989.15625	491333.84375	472891.59375	491441.9375	484539.34375	504901.15625	501065.9375	504990.75	411023.875	337546.25	453028.46875	425755.3125	420017.78125	408637.25	437532.125	369739.71875	363850.8125	376866.53125
A0A0J9YX35	IGHV3-64D	Immunoglobulin heavy variable 3-64D	A0A0J9YX35	HV64D_HUMAN	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	18923.728515625	23273.81640625	16604.470703125	19521.857421875	14104.23828125	15756.9072265625	25867.9765625	43632.63671875	49067.5546875	44613.9609375	37875.6015625	46205.5234375	52122.953125	45883.875	49906.42578125	54006.71484375	49713.3125	49913.546875	56004.515625	59446.8671875	49516.73828125	44012.4765625	35637.671875	43324.95703125	39880.90625	28537.25390625	38681.875	32935.3828125	45822.15234375	38556.71875	41986.60546875
A0A0J9YXX1	IGHV5-10-1	Immunoglobulin heavy variable 5-10-1	A0A0J9YXX1	HV5X1_HUMAN	3	4	3	4	3	2	3	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	15083.533203125	11294.67578125	10330.5732421875	9948.962890625	16353.849609375	10114.4892578125	15603.9716796875	29023.271484375	29060.94921875	27977.60546875	31616.41796875	33979.265625	31091.779296875	32338.84375	62921.47265625	60492.73828125	60178.26171875	65479.98046875	67144.4609375	70125.2109375	61521.26953125	69200.5625	50820.99609375	72644.171875	69239.96875	66625.046875	65717	69962.609375	45993.9375	41066.78125	44389.7421875
A0A0U1RR11;A0A0U1RRI6;P0DPI3	CENPVL1;CENPVL3;CENPVL2	Centromere protein V-like protein 1;Centromere protein V-like protein 3;Centromere protein V-like protein 2	A0A0U1RR11;A0A0U1RRI6;P0DPI3	CENL1_HUMAN;CENL3_HUMAN;CENL2_HUMAN	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1119.7125244140625	NaN	1174.3798828125	702.867919921875	3807.482177734375	3933.48486328125	6310.6103515625	1057.6474609375	NaN	NaN	NaN	NaN	2034.3209228515625	NaN	2871.0517578125	1625.5078125	3747.161865234375	1215.4146728515625	828.0604248046875	1544.7022705078125	5310.21044921875	4026.861328125	NaN	2936.567626953125	NaN	2539.311279296875	2241.56494140625	NaN	2130.021728515625	3163.347412109375	4943.392578125
A0M8Q6	IGLC7	Immunoglobulin lambda constant 7	A0M8Q6	IGLC7_HUMAN	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	877091.3125	593518.4375	810517.875	925698.25	691175.625	617952.75	622804.5625	1399857.875	1357482.75	1322570.125	1386779.875	1475399.25	1443342	1330091.375	1576404.375	1782994.875	1720173.875	1422904.625	1806154.375	1614031	1458069	1265662.125	901486.8125	1318603.5	1133624	1054485.75	1184447.875	1178832.25	1265165.875	1253094.875	1443780.625
A2NJV5	IGKV2-29	Immunoglobulin kappa variable 2-29	A2NJV5	KV229_HUMAN	7	7	6	7	7	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	179973.75	178116.421875	179778.4375	178714.453125	167356.6875	191872.75	180207.234375	418192.5	441818.03125	423251.3125	361180.125	427321.875	396870.4375	407771	489297.3125	473032.15625	522490.59375	481258.5	427287.625	415429.375	434725.8125	405796.125	430253	400267.25	409992.0625	402571.46875	397507.03125	412749.5	406003.375	394412.71875	425328.1875
A4D1P6	WDR91	WD repeat-containing protein 91	A4D1P6	WDR91_HUMAN	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	14253.2294921875	15337.92578125	15641.962890625	13461.3017578125	15095.05859375	11857.9296875	12952.1181640625	13442.158203125	15401.599609375	11813.9921875	12401.9423828125	14114.046875	14090.4052734375	16401.96875	14782.384765625	13713.2255859375	13607.5634765625	14880.9892578125	17243.232421875	14527.2763671875	13445.6181640625	13326.0517578125	11306.556640625	9139.4853515625	11495.228515625	10142.76953125	11716.6962890625	10555.85546875	15145.8056640625	12076.6376953125	13967.7216796875
A5D8V6	VPS37C	Vacuolar protein sorting-associated protein 37C	A5D8V6	VP37C_HUMAN	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7654.08935546875	7129.9013671875	5364.2734375	5944.24853515625	5229.03662109375	8117.0341796875	6912.59912109375	8993.66015625	5733.60693359375	NaN	6680.69287109375	4402.0107421875	3736.083251953125	7056.39306640625	7400.9931640625	5623.67822265625	8004.76953125	5876.66162109375	7762.4697265625	8158.375	9050.3037109375	5026.1533203125	5311.4130859375	7431.419921875	7941.19384765625	8237.48046875	4444.78515625	6194.24755859375	2421.28662109375	6190.01904296875	5108.36279296875
A6NDG6	PGP	Glycerol-3-phosphate phosphatase	A6NDG6	PGP_HUMAN	6	6	6	6	6	6	6	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	6	6	6	41618.58203125	38063.0703125	40418.49609375	44980.38671875	42732.91015625	43878.58203125	42631.90234375	33237.015625	35627.91796875	33005.89453125	34570.47265625	31645.767578125	36912.484375	35887.1953125	43845.13671875	41870.0625	42497.62109375	41440.6328125	44597.30859375	42488.32421875	44010.80859375	45167.8828125	40353.21484375	41528.0390625	41486.375	41527.203125	43130.41796875	40918.08203125	40934.25390625	37438.91796875	40461.859375
A6NGG8	PCARE	Photoreceptor cilium actin regulator	A6NGG8	PCARE_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1130210.375	1201994.375	1146930.875	1133969.875	1089176.25	1182811.875	1231584.875	991779.25	865904.3125	927424.9375	829224.8125	835580.625	846913.375	898682.5	993114.8125	994062	1006711.125	991691.8125	955834.9375	1028477.5	983527.375	858150.8125	1373148.125	740037.0625	875423.625	750356.0625	856857.125	841110.8125	930619.6875	1007680.25	981342.1875
A8K2U0	A2ML1	Alpha-2-macroglobulin-like protein 1	A8K2U0	A2ML1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	28305.853515625	65512.4921875	52596.96484375	39963.90625	79705.2265625	43934.45703125	33463.578125	144233.921875	102814.6796875	98378.8359375	88473.4609375	110555.109375	117656.9453125	162135.015625	NaN	142693.046875	141095.109375	133392.5625	152542.640625	105459.265625	150736.203125	73685.296875	NaN	NaN	NaN	NaN	NaN	60405.6484375	115643.3828125	92471.15625	115932.78125
B2RUZ4	SMIM1	Small integral membrane protein 1	B2RUZ4	SMIM1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17696.0859375	24618.38671875	24287.919921875	23939.021484375	24217.056640625	22813.982421875	24088.076171875	21327	20477.591796875	18402.380859375	21878.326171875	21862.75390625	22307.80859375	26229.4921875	25336.701171875	24996.26171875	25596.52734375	24928.73828125	24597.630859375	23736.62890625	22480.587890625	23432.431640625	26936.927734375	17054.330078125	19647.00390625	23590.931640625	19347.0546875	25386.51171875	25877.724609375	21036.044921875	24234.00390625
B9A064	IGLL5	Immunoglobulin lambda-like polypeptide 5	B9A064	IGLL5_HUMAN	29	31	31	32	31	31	31	31	32	32	32	32	32	31	32	32	32	32	32	32	32	32	31	31	31	31	32	31	32	32	32	3239977.75	3094914.75	3123223	3063867.75	2881191.75	3227495.5	3173478.75	6681272.5	6898925.5	7161136	7068365	7416204	6700529.5	7066245.5	7423812	7204484.5	7487945	7311562.5	7417931.5	7584911.5	7490532.5	6199361.5	6393925.5	6700567.5	6363673.5	6476055	6232862.5	6677444	6056335	5935308.5	6021509.5
E9PAV3;Q13765	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha	E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	4	4	4	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	3	3	4	4	4	15496.90234375	17183.810546875	16478.55859375	14717.3232421875	15305.0537109375	15530.5322265625	15738.671875	14574.0986328125	12765.0419921875	12728.302734375	14059.458984375	12734.5146484375	14631.06640625	14189.5595703125	18456.580078125	18895.212890625	17089.693359375	16844.759765625	18437.0390625	19245.123046875	19176.814453125	8333.4501953125	10468.556640625	10423.6787109375	9766.583984375	9839.775390625	9061.017578125	9978.3349609375	14082.4296875	14335.904296875	13544.3603515625
O00148;Q13838	DDX39A;DDX39B	ATP-dependent RNA helicase DDX39A;Spliceosome RNA helicase DDX39B	O00148;Q13838	DX39A_HUMAN;DX39B_HUMAN	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4069.01318359375	3049.19970703125	2757.95068359375	NaN	2626.859130859375	4257.59912109375	4801.66064453125	3701.538818359375	3831.959716796875	3837.256103515625	4719.06640625	4675.14306640625	2430.8037109375	2119.044677734375	963.2617797851562	NaN	NaN	2224.230712890625	1940.6109619140625	3226.97607421875	3123.404052734375	2188.20849609375	2478.19921875
O00151	PDLIM1	PDZ and LIM domain protein 1	O00151	PDLI1_HUMAN	10	9	10	10	10	10	10	11	11	11	10	11	11	10	10	10	11	11	11	10	11	11	11	11	11	10	11	11	11	10	11	14819.3564453125	13996.52734375	14427.4921875	12768.0263671875	12252.962890625	13111.7470703125	13210.3955078125	18346.134765625	18452.84765625	21753.55859375	19373.02734375	18469.33984375	19279.62890625	20736.6796875	21644.13671875	22226.72265625	20937.6328125	21528.322265625	22225.064453125	20362.076171875	21225.408203125	18919.009765625	17076.076171875	21295.107421875	20487.134765625	20165.484375	18088.189453125	20323.99609375	18521.275390625	19480.32421875	18392.302734375
