PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.Quantity	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.Quantity	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.Quantity	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.Quantity	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.Quantity	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.Quantity	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.Quantity	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.Quantity	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.Quantity	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.Quantity	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.Quantity	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.Quantity	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.Quantity	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.Quantity	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.Quantity	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.Quantity	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.Quantity	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.Quantity	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.Quantity	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.Quantity	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.Quantity	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.Quantity	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.Quantity	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.Quantity	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.Quantity	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.Quantity	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.Quantity	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.Quantity	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.Quantity	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.Quantity	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.Quantity
P22352	GPX3	Glutathione peroxidase 3	P22352	GPX3_HUMAN	9	9	9	9	9	8	9	7	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	9	9	9	9	123930.578125	126794.8984375	117939.1484375	118628.578125	106872.0625	126961.0546875	120844.7421875	112009.5390625	118566.9921875	116891.8984375	119065.6328125	115302.46875	113772.71875	118208.0234375	132153.28125	115168.7890625	135807.3125	123077.6328125	121143.796875	128059.3203125	132606.78125	153015.78125	135336.9375	167426.625	163266.9375	153148.265625	160030.28125	174161.90625	128036.1640625	131061.9453125	130655.390625
P22392	NME2	Nucleoside diphosphate kinase B	P22392	NDKB_HUMAN	20	23	22	23	22	22	22	20	21	23	23	23	22	22	22	22	22	23	21	21	22	21	20	19	21	21	21	22	21	22	22	412141.71875	417075.875	416202.46875	414118.59375	404687.53125	412497.71875	408646.5	349587.375	344522.1875	340160.25	360472.4375	336531.9375	341636.9375	355970.5	375944.28125	378999.78125	387774.71875	379375.59375	378479.5625	381779.71875	383511.5	347345.125	340455.71875	361483.53125	351532.90625	335991.96875	351863.90625	341086.9375	369778	363204.09375	358977.75
P22612	PRKACG	cAMP-dependent protein kinase catalytic subunit gamma	P22612	KAPCG_HUMAN	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4891.73779296875	NaN	NaN	5944.943359375	5236.1572265625	NaN	NaN	NaN	10614.2060546875	10990.951171875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3948.353759765625	NaN	NaN	3175.216552734375	NaN	9496.62890625	NaN
P22626	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	P22626	ROA2_HUMAN	7	6	7	5	6	6	6	6	7	6	7	6	6	7	6	6	6	7	7	6	5	6	6	6	7	6	5	6	6	6	6	7549.150390625	9577.525390625	9140.5283203125	7080.20947265625	8992.779296875	6497.01318359375	7217.9951171875	8102.33740234375	7637.79541015625	8987.740234375	7951.6376953125	9179.478515625	8825.501953125	9182.46875	9079.2158203125	9594.3154296875	10229.9853515625	8785.4833984375	7906.701171875	8000.86572265625	10031.6279296875	6769.33984375	7738.2607421875	8046.25439453125	7020.6904296875	7920.7734375	6324.96435546875	4823.36962890625	8066.416015625	8209.53515625	7940.498046875
P22692	IGFBP4	Insulin-like growth factor-binding protein 4	P22692	IBP4_HUMAN	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	3906.77294921875	2184.558349609375	3322.094482421875	NaN	1517.06884765625	4515.25732421875	NaN	8208.845703125	7965.72509765625	7777.7353515625	7399.2021484375	7226.65771484375	6042.71484375	8267.5927734375	6469.87060546875	6317.0751953125	3066.699951171875	3158.52490234375	4505.927734375	6296.08642578125	NaN	3542.112060546875	NaN	5648.4453125	5749.48193359375	NaN	NaN	2906.107666015625	4237.64404296875	3980.606689453125	5021.6748046875
P22695	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	P22695	QCR2_HUMAN	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1550.4708251953125	2181.398193359375	NaN	2052.714599609375	2788.048828125	2274.248779296875	2198.08154296875	2953.075927734375	3207.598388671875	3118.13916015625	2544.545166015625	2323.804443359375	2877.0029296875	2881.385009765625	2610.3291015625	3259.055908203125	2878.303955078125	2422.74951171875	1901.365966796875	2877.673583984375	2246.8154296875	1379.9053955078125	3537.768310546875	2571.337890625	3500.0498046875	2982.666259765625	2722.93310546875	2588.75927734375	2480.587890625	2358.84375	1692.2158203125
P22792	CPN2	Carboxypeptidase N subunit 2	P22792	CPN2_HUMAN	8	7	8	8	8	7	8	8	7	8	7	8	8	8	8	8	8	8	7	7	7	8	8	7	8	7	8	8	8	8	8	96261.5390625	103359.9375	110979.046875	100293.75	102594.8203125	96880.8671875	101960.8828125	152507.28125	151893.609375	145760.5	126063.8984375	144919.21875	141787.5625	147570.46875	115740.0703125	116499.4921875	108713.7578125	117354.40625	104541.2421875	112811.453125	104797.4921875	122673.484375	136309.265625	125554.0859375	113975.6484375	124551.3125	119642.34375	118943.375	120763.828125	121826.125	115627.484375
P22891	PROZ	Vitamin K-dependent protein Z	P22891	PROZ_HUMAN	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	14667.517578125	11600.001953125	14615.4697265625	13691.873046875	11617.6845703125	15473.853515625	14130.4248046875	31796.310546875	28743.75	23968.84765625	20951.794921875	28501.115234375	25282.353515625	24810.322265625	19284.470703125	18242.974609375	21045.1953125	17292.876953125	19205.986328125	16508.642578125	17714.119140625	26404.580078125	28223.998046875	23828.10546875	22439.609375	25512.099609375	24264.55859375	25271.724609375	21254.158203125	21181.62890625	24385.13671875
P23083	IGHV1-2	Immunoglobulin heavy variable 1-2	P23083	HV102_HUMAN	5	5	5	5	5	5	4	5	5	4	5	5	5	5	4	4	5	5	4	4	5	4	4	4	4	5	4	5	5	5	5	52420.7578125	59109.04296875	59770.80859375	51689.71875	61375.15234375	54782.44921875	56237.4453125	76752.4765625	76111.578125	85788.765625	83356.859375	84730.1328125	82687.625	82853.265625	91693.5859375	97612.3046875	94050.15625	93094.546875	91994.3984375	87784.5390625	90534.9765625	112808.1328125	102280.3515625	125405.34375	117168.8828125	121891.546875	129145.8515625	110283.2109375	89997.3359375	84235.8046875	80277.0859375
P23109	AMPD1	AMP deaminase 1	P23109	AMPD1_HUMAN	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	10796.1455078125	NaN	NaN	NaN	9976.3994140625	NaN	6479.72314453125	8499.25	NaN	NaN	NaN	8748.435546875	NaN	7236.59814453125	NaN	7546.44580078125	10255.5400390625	7842.880859375	9608.1689453125	7602.03369140625	11312.470703125	NaN	7789.3671875	NaN	5145.09814453125	8627.212890625	5634.88037109375	6926.23388671875	5981.2978515625	5059.2900390625	10673.603515625
P23142	FBLN1	Fibulin-1	P23142	FBLN1_HUMAN	14	14	14	14	12	13	13	14	14	14	14	14	14	15	12	13	12	13	12	12	12	15	13	13	14	14	14	14	15	14	13	37601.09375	39400.59765625	38864.09375	35885.546875	37030.8203125	35363.48046875	35296.19921875	49877.97265625	50966.859375	54920.92578125	55594.94921875	58178.95703125	52311.1015625	54251.7421875	25716.716796875	25567.150390625	26321.083984375	26334.890625	27612.703125	27205.634765625	29383.84765625	45386.05859375	44055.04296875	50432.47265625	46221.23828125	50380.4453125	49237.8515625	47354.76953125	39509.9453125	41355.65625	41957.37109375
P23193	TCEA1	Transcription elongation factor A protein 1	P23193	TCEA1_HUMAN	1	2	1	1	1	1	2	0	2	0	0	0	1	1	1	1	1	2	0	1	1	0	0	1	0	1	2	0	1	2	1	5483.5615234375	4731.05517578125	4406.75048828125	5676.29931640625	5370.3818359375	4868.388671875	4490.7392578125	NaN	3759.105712890625	NaN	NaN	NaN	3428.085205078125	6430.04296875	5877.376953125	6022.052734375	3581.781494140625	4192.3232421875	NaN	4469.408203125	5721.53662109375	NaN	NaN	5331.24072265625	NaN	2536.1962890625	7979.912109375	NaN	4926.84619140625	2532.375	5351.90771484375
P23229	ITGA6	Integrin alpha-6	P23229	ITA6_HUMAN	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2655.34375	1984.4151611328125	3545.031982421875	2567.871337890625	3291.065185546875	2652.19384765625	3509.087646484375	4845.76220703125	6078.79248046875	6175.4453125	5868.07958984375	6089.74951171875	5984.365234375	5042.5888671875	6666.12890625	6351.51904296875	4705.22216796875	6235.884765625	6312.8525390625	7219.32421875	5860.4619140625	5032.3955078125	5467.94384765625	3685.664794921875	3217.0810546875	6485.939453125	4831.25048828125	4904.52685546875	6288.6943359375	3413.581787109375	3875.735595703125
P23246	SFPQ	Splicing factor, proline- and glutamine-rich	P23246	SFPQ_HUMAN	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	5171.400390625	NaN	NaN	4497.0546875	3668.0537109375	4102.61083984375	4627.73681640625	NaN	2453.638916015625	3504.73974609375	4900.8779296875	NaN	4654.4619140625	3433.685546875	3951.984130859375	2594.592041015625	NaN	4970.40283203125	3901.3046875	6104.4873046875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4442.5791015625	3437.01708984375	NaN
P23276	KEL	Kell blood group glycoprotein	P23276	KELL_HUMAN	19	18	19	19	17	19	18	17	19	17	19	18	20	20	18	19	19	20	18	19	20	18	16	19	18	18	17	18	19	18	18	28028.625	28425.36328125	29290.310546875	31417.076171875	28615.978515625	29667.216796875	30028.806640625	28744.595703125	27586.5703125	24715.916015625	25004.88671875	26686.0703125	24320.787109375	27909.541015625	31529.90234375	28989.125	30111.65625	27959.64453125	29902.62890625	30549.50390625	30702.6328125	25538.013671875	24399.08203125	22200.083984375	25804.765625	23207.09375	23911.5625	26218.615234375	25721.3046875	26865.779296875	26128.896484375
P23284	PPIB	Peptidyl-prolyl cis-trans isomerase B	P23284	PPIB_HUMAN	6	6	6	6	5	5	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	5	5	5	6	6	6	19131.861328125	20696.93359375	20254.298828125	18069.494140625	20284.732421875	19154.82421875	17786.87109375	29473.171875	26740.216796875	28136.75390625	26079.76953125	23697.001953125	25547.71484375	24890.095703125	23099.162109375	21934.4609375	23540.072265625	24647.478515625	25708.404296875	24215.978515625	22522.158203125	24400.01953125	19805.197265625	26481.833984375	23530.51171875	25969.4375	23463.318359375	23187.55078125	23798.525390625	21589.048828125	23135.24609375
P23381	WARS1	Tryptophan--tRNA ligase, cytoplasmic	P23381	SYWC_HUMAN	23	24	23	23	24	24	24	22	24	21	23	23	23	22	24	23	23	24	24	23	22	24	24	22	23	23	24	22	23	24	23	50719.5625	48899.15234375	51972.765625	50902.08203125	49866.66015625	49237.97265625	49427.53125	45429.9921875	40018.6953125	43376.68359375	39909.83984375	42982.3359375	40235.796875	44089.17578125	43349.33203125	43259.23828125	46911.78515625	42928.75	45287.09375	45369.33203125	45305.2265625	47725.48046875	44985.09375	48580.81640625	48535.5703125	43318.48828125	47809.02734375	44350.1875	47633.55859375	44068.125	44709.66796875
P23526	AHCY	Adenosylhomocysteinase	P23526	SAHH_HUMAN	31	32	31	31	32	32	31	31	31	29	30	31	31	31	31	32	31	30	29	31	31	31	31	29	30	31	30	30	31	32	31	275780.8125	282234	270275.9375	273771.90625	278530.40625	287416.53125	267751.03125	209261.921875	208826.40625	205055.828125	205997.90625	200393.78125	207429.609375	214945.296875	228741	238717.984375	237090.609375	249649.5625	239971.375	241511.3125	236192.125	240288.046875	201935.671875	225553.515625	230916.375	234430.4375	237180.171875	229954.390625	229037.4375	227187.828125	225893.171875
P23528	CFL1	Cofilin-1	P23528	COF1_HUMAN	26	26	26	26	25	26	25	26	26	25	26	26	24	25	26	24	24	26	26	24	24	25	26	25	23	24	25	23	26	25	24	241880.453125	253242.109375	243504.015625	242828.046875	228404.40625	236749.703125	247219.375	216421.421875	213534.875	226949.765625	216565.875	202881	215109.21875	209213.9375	225018.625	236482.453125	227038.84375	226852.234375	230586.21875	227242.125	216511.546875	217178.6875	242794.3125	205775.390625	220959.53125	213033.328125	223673.28125	207370.375	226048.578125	226258.75	225896.109375
P23588	EIF4B	Eukaryotic translation initiation factor 4B	P23588	IF4B_HUMAN	13	12	12	9	12	10	9	10	11	10	10	9	9	10	12	11	11	11	12	11	10	9	8	11	9	11	11	12	11	11	12	36509.73046875	37281.87109375	40548.54296875	37455.09375	38731.72265625	38629.0859375	38128.51171875	34269.8125	32327.310546875	29948.806640625	32472.291015625	33440.890625	32346.056640625	34728.6171875	42448.09765625	37232.8359375	39082.29296875	38946.3828125	38461.046875	37913.3046875	38289.2265625	35047.9140625	37169.35546875	34769.953125	36042.5546875	31879.234375	33941.53125	33336.421875	35962.7578125	32991.46484375	37191.23828125
P23634	ATP2B4	Plasma membrane calcium-transporting ATPase 4	P23634	AT2B4_HUMAN	22	22	20	22	21	21	21	19	20	22	17	20	20	22	21	22	22	20	22	21	22	20	21	18	19	19	22	19	20	21	22	32603.927734375	33805.51171875	35853.8125	33112.76953125	32459.115234375	35004.984375	33854.265625	35486.19140625	33289.1328125	35110.8203125	36023.9609375	33681.46484375	36361.578125	33181.12109375	38265.3984375	40264.18359375	36981.42578125	39744.7890625	38867.6328125	37153.5390625	38926.12109375	35107.17578125	36976.17578125	32249.736328125	36031.4921875	34253.37109375	36482.08984375	34412.0390625	35352.04296875	34297.5078125	35153.7109375
P23743	DGKA	Diacylglycerol kinase alpha	P23743	DGKA_HUMAN	4	3	3	3	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	3	3	8072.69482421875	8071.89306640625	7433.53466796875	7639.99609375	8688.642578125	8428.939453125	7926.939453125	7494.6376953125	8153.82470703125	7106.8642578125	8967.244140625	8626.66015625	8651.30078125	7633.83935546875	7448.49462890625	7631.69873046875	8663.9130859375	8716.7060546875	8567.931640625	8488.1484375	10702.57421875	5369.7177734375	6474.291015625	7499.1279296875	6549.92822265625	6691.4833984375	6468.5751953125	6866.73486328125	7102.62646484375	8496.1357421875	7734.599609375
P23919	DTYMK	Thymidylate kinase	P23919	KTHY_HUMAN	14	14	13	13	12	12	13	13	12	11	15	12	13	12	13	15	13	14	14	13	14	13	13	14	12	14	14	14	16	14	13	33757.94140625	38065.21484375	33662.30859375	36151.9296875	36505.078125	33410.62890625	30870.177734375	25063.779296875	24759.35546875	25494.380859375	25204.369140625	24119.203125	26955.455078125	26493.373046875	38497.578125	33423.421875	37364.421875	36161.66796875	34440.53125	37546.58203125	38275.7421875	37577.5078125	38116.90234375	39063.06640625	39652.953125	39577.9921875	41556.82421875	39186.58203125	31812.958984375	32354.36328125	32042.3046875
P23921	RRM1	Ribonucleoside-diphosphate reductase large subunit	P23921	RIR1_HUMAN	11	14	11	13	12	11	10	6	5	9	7	6	4	8	5	5	4	5	3	5	3	5	5	3	3	6	5	4	8	7	11	34909.71875	33951.4296875	36203.94140625	35471.78515625	36096.20703125	35543.24609375	35555.2890625	15550.39453125	14029.1025390625	13599.41796875	12330.39453125	13856.39453125	14551.716796875	13975.626953125	9868.10546875	10970.3291015625	10548.578125	10485.736328125	10145.029296875	10988.1181640625	10090.353515625	11168.4775390625	9272.4140625	10003.970703125	11483.3134765625	10851.69921875	11034.5947265625	10261.087890625	18866.1875	19169.57421875	17473.228515625
P24158	PRTN3	Myeloblastin	P24158	PRTN3_HUMAN	3	5	5	4	4	6	4	6	6	5	6	6	6	6	4	3	4	5	5	6	4	4	4	5	5	6	5	5	5	4	5	32133.654296875	27118.310546875	26606.93359375	27622.681640625	24090.359375	28802.91015625	33519.6484375	44178.34765625	47029.76171875	48858.8125	41301.3203125	50321.50390625	49671.94921875	45315.41015625	39179.5859375	37382.5546875	38473.2421875	36519.01171875	35513.33203125	41398.40234375	36958.12890625	25741.646484375	25923.314453125	31989.919921875	28199.77734375	33485.3515625	30226.9140625	29512.0546875	33942.37109375	38321.18359375	33743.76953125
P24557	TBXAS1	Thromboxane-A synthase	P24557	THAS_HUMAN	2	1	2	2	1	1	1	2	2	3	2	2	2	1	1	1	1	2	1	2	1	2	2	1	2	1	1	1	1	1	2	24376.359375	24472.919921875	22181.9921875	25834.544921875	24820.505859375	30573.208984375	28751.615234375	19843.37109375	15898.2568359375	15718.931640625	12304.0146484375	20224.5859375	18568.091796875	20289.392578125	25192.845703125	22284.4140625	25767.498046875	20869.5	27590.38671875	28010.267578125	22837.474609375	21273.603515625	36945.39453125	14998.521484375	21596.673828125	16168.64453125	18191.818359375	17133.9765625	18342.45703125	23947.322265625	27660.154296875
P24666	ACP1	Low molecular weight phosphotyrosine protein phosphatase	P24666	PPAC_HUMAN	12	12	13	12	11	12	12	13	13	13	12	12	13	13	12	13	13	13	13	12	13	10	12	10	11	10	13	12	12	13	12	272231.625	269708.8125	274198.78125	288835.03125	279263.3125	285236	272118.125	279597.75	276204.8125	278120.21875	265804.78125	262336.65625	280894.09375	281123.78125	277476.1875	288545.28125	274848.71875	277466.6875	272406.5625	260748.09375	284729.09375	282454.28125	271762.5	282809.3125	266533.9375	270719.0625	278820.65625	270147.59375	269226.4375	278156.5625	280566.03125
P24844	MYL9	Myosin regulatory light polypeptide 9	P24844	MYL9_HUMAN	4	4	3	3	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	3	3	4	3	4	4	4	4	8679.326171875	12092.4873046875	11777.3017578125	13111.2939453125	7889.41552734375	10179.912109375	11429.939453125	15675.7666015625	19160.59375	23192.115234375	20054.806640625	14560.8603515625	18527.1640625	14586.4404296875	18791.884765625	20277.66015625	19448.2109375	17536.71875	19001.2109375	20458.095703125	17507.794921875	11574.3466796875	18473.42578125	13445.8623046875	13765.5	16214.2021484375	13766.40625	15911.8115234375	15587.1953125	14040.1748046875	18021.09765625
P24941	CDK2	Cyclin-dependent kinase 2	P24941	CDK2_HUMAN	5	7	5	6	5	4	7	6	4	4	6	4	5	4	5	6	5	5	5	6	5	5	5	4	5	5	5	5	4	5	6	23760.96484375	25210.177734375	24931.427734375	24419.1796875	25222.044921875	23772.4609375	21402.853515625	16631.98828125	15936.248046875	15042.25	13808.1416015625	14947.341796875	14795.5869140625	14137.701171875	22836.13671875	22364.353515625	19756.640625	22558.22265625	22164.92578125	21842.359375	22375.498046875	15048.74609375	13642.4794921875	11201.3154296875	14343.953125	14533.322265625	13697.76171875	13859.4091796875	16081.47265625	19030.841796875	19667.65625
P25311	AZGP1	Zinc-alpha-2-glycoprotein	P25311	ZA2G_HUMAN	36	38	37	37	36	36	35	37	36	37	37	37	36	36	36	37	36	38	36	36	37	36	37	35	37	36	36	37	38	35	37	249792.5	251088.296875	256100.21875	247505.296875	246499.234375	262812.4375	254115.046875	341692.34375	349405.5625	368887.6875	338800.46875	364350.59375	334882.40625	343701.75	282621.40625	290810.0625	300143.5	296867.6875	278868.21875	290108.875	284217.71875	353876.4375	384586.53125	345987.4375	333473.6875	358107.875	346788.84375	361890.71875	313616.53125	309772.84375	309066.84375
P25325	MPST	3-mercaptopyruvate sulfurtransferase	P25325	THTM_HUMAN	21	23	22	23	21	23	23	22	23	22	22	22	21	22	22	22	22	20	20	21	21	21	23	20	22	21	20	21	22	23	21	164795.453125	157352.546875	158612.375	159360.5625	162437.21875	162691.78125	164063.890625	145672.890625	143998.328125	136669.171875	139652	141256.875	142873.046875	141338.015625	150363.828125	144210.953125	147038.53125	142291	141044.0625	146663.859375	143147.359375	145189.96875	157801.546875	143483.3125	148977.75	144292.640625	145153.15625	146877.453125	141321.046875	150705.34375	147952.640625
P25398	RPS12	Small ribosomal subunit protein eS12	P25398	RS12_HUMAN	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	6462.22607421875	8561.2255859375	6689.06884765625	6790.5234375	10170.0654296875	6002.943359375	4892.1533203125	9730.5625	6732.25537109375	8040.5390625	10270.8388671875	10607.15234375	8832.572265625	7620.333984375	13812.826171875	8665.91015625	12765.1650390625	11259.4248046875	16506.458984375	12719.69140625	12816.2490234375	8016.93603515625	6168.4560546875	7394.18701171875	7231.46728515625	6557.58642578125	8223.6904296875	7363.23486328125	9432.7724609375	7459.00830078125	6832.35009765625
P25685	DNAJB1	DnaJ homolog subfamily B member 1	P25685	DNJB1_HUMAN	8	9	8	9	8	8	8	7	10	8	7	8	7	7	7	8	6	8	8	9	8	7	5	8	6	7	7	7	9	9	6	37527.484375	35914.96484375	32558.669921875	34318.35546875	36953.5546875	33327.2578125	37216.9140625	30767.46875	30744.953125	29920.994140625	29715.193359375	29500.08203125	33767.69140625	27986.388671875	31842.6640625	32581.140625	31111.681640625	28863.8671875	30893.71484375	32899.1328125	29783.794921875	20562.4921875	23229.83984375	25547.54296875	23397.595703125	23330.068359375	27366.197265625	26049.935546875	28549.9453125	30835.46875	28963.658203125
P25686	DNAJB2	DnaJ homolog subfamily B member 2	P25686	DNJB2_HUMAN	10	10	10	10	11	9	10	9	10	10	10	10	10	10	11	10	10	10	11	10	10	9	10	11	9	9	10	10	11	10	10	51570.26171875	43373.88671875	45834.3125	45477.76171875	44831.35546875	47578.93359375	45091.47265625	45419.16796875	46049.20703125	46568.5078125	47288.5078125	46019.62109375	48360.421875	45159.4765625	54460.88671875	46779.14453125	48893.4765625	47198.03515625	47185.390625	47618.07421875	48393.4921875	43225.1328125	44447.875	41852.0078125	45954.69921875	40243.41796875	42404.4765625	43697.75	47847.19921875	42238.83984375	44662.41796875
P25705	ATP5F1A	ATP synthase subunit alpha, mitochondrial	P25705	ATPA_HUMAN	9	9	7	9	9	8	8	10	11	9	9	8	11	10	9	9	9	10	9	9	10	9	7	9	9	10	9	11	10	9	10	19831.00390625	18230.7890625	20564.0078125	19909.4375	19351.814453125	20710.39453125	19727.69921875	27341.431640625	27731.46875	31028.708984375	31165.681640625	28245.4609375	27907.310546875	28926.076171875	27692.5546875	27869.9609375	26908.263671875	26946.396484375	25700.33984375	26102.4140625	26846.322265625	24141.4765625	28089.212890625	28183.158203125	25535.9921875	30532.12890625	25356.361328125	28243.74609375	25076.86328125	24947.068359375	24828.451171875
P25786	PSMA1	Proteasome subunit alpha type-1	P25786	PSA1_HUMAN	28	28	28	29	29	28	28	27	27	28	29	27	27	30	28	27	27	28	26	28	28	28	27	27	27	27	28	28	28	26	28	234529.9375	237006.0625	239251.359375	232688.375	237439.34375	229881.296875	236743	208382.4375	213828.15625	205896.640625	201469.015625	202809.65625	207697.375	208121.65625	210738.390625	209105.71875	212700.640625	205372.28125	206401.421875	206607.09375	210810.140625	212639.078125	217302.765625	208254.078125	212118.375	200794.1875	205806.359375	204167.546875	207879.046875	208247.015625	210376.90625
