PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.Quantity	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.Quantity	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.Quantity	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.Quantity	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.Quantity	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.Quantity	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.Quantity	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.Quantity	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.Quantity	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.Quantity	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.Quantity	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.Quantity	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.Quantity	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.Quantity	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.Quantity	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.Quantity	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.Quantity	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.Quantity	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.Quantity	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.Quantity	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.Quantity	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.Quantity	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.Quantity	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.Quantity	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.Quantity	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.Quantity	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.Quantity	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.Quantity	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.Quantity	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.Quantity	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.Quantity
A0A075B6H7	IGKV3-7	Probable non-functional immunoglobulin kappa variable 3-7	A0A075B6H7	KV37_HUMAN	3	3	3	3	3	3	3	3	4	3	3	4	4	4	3	3	3	3	3	3	4	2	2	2	3	3	2	2	4	4	3	33490.85546875	33018.796875	32862.77734375	36829.22265625	34422.92578125	36197.671875	38713.9765625	55051.90234375	58277.625	50225.69921875	41662.30078125	60707.62890625	50831	61247.00390625	80638.7734375	74243.3515625	74691.546875	73766.0078125	61214.04296875	76597.1484375	67181.375	62046.3125	72863.046875	58742.51171875	48624.6640625	58590.796875	58820.171875	59784.7734375	58752.578125	60926.97265625	55070.140625
A0A075B6H8	IGKV1D-42	Probable non-functional immunoglobulin kappa variable 1D-42	A0A075B6H8	KVD42_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42241.9140625	40951.703125	42072.2578125	37749.47265625	44896.39453125	40987.8984375	41327.58984375	72868.75	77411.90625	89177.6328125	90916.8828125	85429.453125	89401.71875	87522.0859375	118891.0625	115394.5546875	111344.734375	120991.1328125	118105.1328125	123365.1171875	123209.3671875	99900.5859375	85332.25	111074.40625	101836.2109375	109607.3203125	108351.5625	107582.78125	88513.40625	89493.0703125	85749.2734375
A0A075B6H9	IGLV4-69	Immunoglobulin lambda variable 4-69	A0A075B6H9	LV469_HUMAN	4	3	4	3	3	4	3	4	4	4	4	3	3	4	3	2	2	3	2	3	3	4	3	3	4	4	3	4	3	3	3	59730.81640625	63691.8828125	51954.86328125	65487.98828125	59214.68359375	61551.39453125	60423.65234375	76320.140625	82147.53125	98090.4765625	72168.4921875	72303.9375	72961.640625	72688.6015625	50484.84375	50099.6640625	51535.09375	55526.2265625	52825.65234375	55146.046875	51251.515625	62435.6015625	64201.14453125	66233.3359375	55652.14453125	56319.1328125	64424.69140625	69557.9609375	60885.8984375	60824.86328125	52425.9453125
A0A075B6I0	IGLV8-61	Immunoglobulin lambda variable 8-61	A0A075B6I0	LV861_HUMAN	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	6	7	67481.125	64423	67080.6484375	70339.2890625	65995.296875	66101.6328125	62700.296875	197839.203125	192293.0625	185542.34375	171497.1875	200516.359375	176261.65625	180088.953125	168199.015625	172026.40625	168580.109375	168155.34375	164667.09375	173278.40625	164161.46875	101020.4375	118000.0625	94954.359375	101642.96875	107252.03125	100908.15625	111036.5	136223.6875	136505.0625	140786.625
A0A075B6I1	IGLV4-60	Immunoglobulin lambda variable 4-60	A0A075B6I1	LV460_HUMAN	3	2	2	3	2	3	3	1	1	1	0	0	1	2	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	2	3	5355.99072265625	5861.88330078125	4320.67333984375	1618.3883056640625	5923.923828125	6010.6142578125	6786.3701171875	1221.504150390625	2131.716552734375	2178.3916015625	NaN	NaN	1394.4700927734375	230.52333068847656	13100.623046875	14717.669921875	12023.34765625	13807.45703125	14236.93359375	14721.8251953125	14833.2919921875	14464.26171875	12800.7939453125	8512.333984375	11536.5693359375	12919.4677734375	13308.216796875	12165.1884765625	7667.93408203125	10050.7314453125	7579.9658203125
A0A075B6I4	IGLV10-54	Immunoglobulin lambda variable 10-54	A0A075B6I4	LVX54_HUMAN	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	3	4	4	4	3	4	4	4	3	4	4	4	4	4	3	39121.8125	43666.3125	49126.5703125	42658.609375	48004.54296875	40275.69921875	44400.1328125	25081.373046875	27195.265625	24937.818359375	26842.03125	24126.314453125	25698.986328125	27253.93359375	33309.07421875	30847.3515625	36949.9140625	37563.24609375	30242.53125	28417.615234375	33986.76953125	22843.86328125	25164.33984375	26219.658203125	19666.341796875	21789.064453125	22401.384765625	18995.970703125	25841.630859375	35380.72265625	41552.890625
A0A075B6I9	IGLV7-46	Immunoglobulin lambda variable 7-46	A0A075B6I9	LV746_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28994.78515625	28366.853515625	31612.052734375	27598.265625	26372.70703125	26056.396484375	28960.609375	51998.421875	50132.8359375	51620.75	53228.46875	50801	52148.7890625	46312.89453125	61133.33203125	61856.09375	59129.9375	64123.421875	60680.52734375	56932.796875	59195.75390625	51610.41796875	56064.859375	55816.3515625	53455.11328125	52812.359375	53916.21875	52807.69921875	53191.7578125	48531.859375	47167.5859375
A0A075B6J9	IGLV2-18	Immunoglobulin lambda variable 2-18	A0A075B6J9	LV218_HUMAN	1	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	2	2	2	2	1	2	1	2	1	2	1	2	1	2	1	47028.69921875	50027.390625	48879.65625	47430.53515625	50658.578125	47578.08203125	45750.55078125	66149.4296875	64161.26171875	54096.828125	66762.4609375	69521.6171875	61174.0703125	68193.328125	102878.3984375	106925.84375	108399.609375	104860.5703125	112934.5234375	113264.34375	103321.640625	46875.73046875	94238.5	100698.5703125	83137.1640625	100162.6875	86755.640625	95894.171875	79982.8203125	72776.984375	79035.8046875
A0A075B6K4	IGLV3-10	Immunoglobulin lambda variable 3-10	A0A075B6K4	LV310_HUMAN	3	3	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	20985.671875	21158.951171875	19802.642578125	24414.484375	20095.591796875	26605.685546875	22062.123046875	34196.41015625	37926.19140625	30827.064453125	35334.63671875	35730.6796875	36806.9453125	35930.47265625	21362.486328125	18499.345703125	18844.60546875	18149.611328125	17679.060546875	17672.6796875	19284.744140625	55074.265625	60429.921875	63914.984375	60743.20703125	59450.43359375	56775.94921875	56517.3359375	32635.712890625	36658.4921875	32351.25
A0A075B6K5	IGLV3-9	Immunoglobulin lambda variable 3-9	A0A075B6K5	LV39_HUMAN	7	6	7	6	7	7	7	12	11	10	12	11	10	12	9	10	10	10	9	10	11	12	11	12	12	12	12	12	11	10	11	108172.9375	108379.0390625	109468.6015625	123613.9296875	111474.1640625	107793.890625	98427.046875	260677.765625	280363.875	243597.40625	231424.453125	287294.125	244603.125	247509.765625	378350.34375	354965.21875	344617.75	370802.4375	382942.5625	351774.5625	337461.625	290362.34375	269808.875	294225.96875	289796.46875	291335.65625	253207.546875	271484.40625	245905.984375	254802.765625	262954.53125
A0A075B6P5;P01615	IGKV2-28;IGKV2D-28	Immunoglobulin kappa variable 2-28;Immunoglobulin kappa variable 2D-28	A0A075B6P5;P01615	KV228_HUMAN;KVD28_HUMAN	7	7	7	7	7	7	7	9	9	9	9	9	9	9	7	8	8	8	8	7	8	9	9	9	9	9	9	9	9	9	9	108431.4609375	110456.171875	116050.7578125	112095.3203125	113804.015625	108792.609375	111625.4453125	172615.265625	169547.265625	168112.34375	144023.109375	176081.4375	141117.484375	146727.03125	172409.46875	168030.6875	181496.6875	161691.59375	147474.3125	147311.796875	160971.46875	166363.90625	261463.515625	148978.09375	159524.40625	157233.421875	152447.59375	152471.984375	149116.328125	151554.59375	153635.4375
A0A075B6Q5	IGHV3-64	Immunoglobulin heavy variable 3-64	A0A075B6Q5	HV364_HUMAN	2	3	2	2	3	2	2	3	3	2	3	3	3	3	3	3	2	3	3	3	2	3	2	3	2	3	3	2	3	2	3	18557.654296875	13456.9140625	12559.923828125	14522.853515625	23353.884765625	13893.130859375	19010.13671875	20755.271484375	13004.7001953125	11867.4833984375	21022.130859375	19145.921875	16742.931640625	17398.87109375	17602.30859375	19116.666015625	19111.517578125	22909.9921875	22785.150390625	20483.33984375	20140.5859375	28929.70703125	26327.654296875	27058.044921875	32221.0078125	30757.529296875	26555.146484375	43886.26953125	19456.625	22284.87109375	18697.095703125
A0A075B6R2	IGHV4-4	Immunoglobulin heavy variable 4-4	A0A075B6R2	HV404_HUMAN	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15617.23046875	14891.2861328125	10751.705078125	12594.630859375	NaN	13698.9677734375	12913.00390625	20726.1484375	18369.177734375	15762.3251953125	17384.638671875	23896.03125	17962.818359375	22172.66015625	13786.947265625	13037.4912109375	12758.9248046875	13000.2001953125	12522.158203125	7305.501953125	10772.5166015625	19542.103515625	10144.6376953125	16107.6171875	16729.7890625	19131.1796875	18896.7109375	17713.388671875	16030.46875	13875.0498046875	15431.50390625
A0A075B6R9;A0A0C4DH68	IGKV2D-24;IGKV2-24	Probable non-functional immunoglobulin kappa variable 2D-24;Immunoglobulin kappa variable 2-24	A0A075B6R9;A0A0C4DH68	KVD24_HUMAN;KV224_HUMAN	6	6	6	6	6	6	6	9	8	9	9	8	8	8	7	7	8	8	7	8	7	7	7	6	6	6	7	7	7	8	7	28024.62109375	28116.458984375	24277.4921875	24127.93359375	23441.146484375	27482.16015625	22805.150390625	83415.8984375	79857.5546875	75805.96875	71514.3984375	81416.5	75819.2890625	82555.953125	59494.359375	53681.4453125	56519.5390625	60711.359375	58238.46484375	57627.6171875	54861.47265625	47127.2734375	57423.78125	57255.65625	54017.4296875	55597.69921875	53118.75	54992.76171875	53418.32421875	52579.8125	55044.36328125
A0A075B6S2	IGKV2D-29	Immunoglobulin kappa variable 2D-29	A0A075B6S2	KVD29_HUMAN	5	5	5	5	5	4	4	5	5	5	6	5	5	5	6	6	6	6	6	6	6	6	5	6	5	6	6	6	6	6	6	194084.015625	207132.6875	206185.734375	205498.203125	203543.015625	220076.234375	222639.28125	408315.46875	448392.9375	409662.125	352840	403935.21875	416219.375	420189.25	622874.8125	640958.5	687397.875	616256.4375	518179.625	493644.53125	547260.375	402906.09375	479195.34375	389537.34375	438851.59375	395670.90625	413605.4375	412081.375	423905.46875	401671.1875	451523.375
A0A075B6S5	IGKV1-27	Immunoglobulin kappa variable 1-27	A0A075B6S5	KV127_HUMAN	24	21	20	21	21	22	21	25	25	24	24	24	25	25	25	24	23	24	25	24	23	25	22	25	24	24	25	24	25	25	25	653764.5625	665487.125	680145.6875	710264.9375	745313.625	794438.5625	648469.0625	1693177.125	1768182.875	1573684.25	1601155.875	1905415.375	1635719.375	1842755.5	2243446.25	2126133.25	2187986.25	2195464.5	2173746	2221657	2349808.25	1930248	1708368.25	2121482	2010508.125	2111335.25	1994871.375	2086243	1691792.875	1684383.375	1719122.75
A0A075B6S6;P06310	IGKV2D-30;IGKV2-30	Immunoglobulin kappa variable 2D-30;Immunoglobulin kappa variable 2-30	A0A075B6S6;P06310	KVD30_HUMAN;KV230_HUMAN	7	7	6	6	6	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	50056.37890625	60840.8046875	63119.625	58688.16796875	60577.5390625	59022.99609375	63580.703125	103368.515625	109670.7109375	102972.25	86707.6953125	102431.578125	89260.0234375	90315.2421875	92759.421875	88033.8515625	93603.3515625	91662.34375	80757.40625	85728.6875	92119.890625	70253.921875	83215.1328125	68267.5234375	70219.3359375	69764.46875	63523.234375	68247.875	78531.09375	83613.21875	84770.375
A0A075B6S9;P0DSN7	IGKV1-37;IGKV1D-37	Probable non-functional immunoglobulinn kappa variable 1-37;Probable non-functional immunoglobulinn kappa variable 1D-37	A0A075B6S9;P0DSN7	KV137_HUMAN;KVD37_HUMAN	2	2	3	3	3	3	3	3	3	2	2	3	2	2	2	2	3	3	2	3	3	3	3	3	3	2	3	3	3	3	2	67135.4765625	65972.53125	76208.7890625	74367.515625	76731.4140625	67009.71875	75131.921875	203031.5625	205386.78125	216153.4375	211155.453125	201702.6875	208978.03125	196761.828125	240846.90625	234150.078125	204621.28125	195501.328125	235119.359375	193302.203125	205064	155598.09375	151449.1875	157711.9375	152284.953125	159070.65625	160176.765625	161555.640625	168345.75	170325.140625	173177.03125
A0A087WSX0	IGLV5-45	Immunoglobulin lambda variable 5-45	A0A087WSX0	LV545_HUMAN	4	2	4	3	2	4	3	4	3	4	4	4	4	4	4	3	3	4	3	3	3	3	3	4	3	3	3	3	3	3	3	7809.32177734375	10248.9990234375	5916.7939453125	5447.10693359375	7314.72705078125	7869.384765625	7591.43505859375	18099.330078125	17462.68359375	13981.5615234375	13402.7255859375	17737.955078125	16341	16348.8017578125	6911.36865234375	8709.791015625	5835.52392578125	8008.04541015625	7144.99853515625	8995.330078125	6573.267578125	13777.3505859375	10233.396484375	10578.958984375	11521.7724609375	12547.6201171875	8643.4287109375	11612.1865234375	11617.634765625	11727.931640625	9660.166015625
A0A087WSY6	IGKV3D-15	Immunoglobulin kappa variable 3D-15	A0A087WSY6	KVD15_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	71106.421875	73948.3046875	71129.6953125	86789.9296875	96911.8125	98258	95960.546875	102909.125	103372.75	81371.421875	72291.296875	98555.8359375	86169.984375	88287.5625	104917.0859375	98334.8203125	96262.6015625	103158.203125	79441.4296875	69718.0390625	97877.390625	91676.125	86751.4609375	97833.703125	118769.671875	93935	98844.9140625	106973.78125	70622.953125	90874.1328125	92746.234375
A0A087WW87;P01614	IGKV2-40;IGKV2D-40	Immunoglobulin kappa variable 2-40;Immunoglobulin kappa variable 2D-40	A0A087WW87;P01614	KV240_HUMAN;KVD40_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6955.20751953125	9638.2578125	7966.06103515625	7288.5732421875	7973.11669921875	11491.392578125	9966.78125	25360.3046875	24209.533203125	29054.6328125	24907.36328125	24728.94140625	27217.1796875	29557.98828125	37414.40625	38885.8515625	36701.8984375	39858.04296875	36947.40625	34265.171875	31730.55078125	19136.876953125	15804.2734375	20024.859375	15822.6123046875	21127.326171875	19266.6484375	17194.861328125	25060.548828125	21226.359375	26312.759765625
A0A0A0MRZ8;P04433	IGKV3D-11;IGKV3-11	Immunoglobulin kappa variable 3D-11;Immunoglobulin kappa variable 3-11	A0A0A0MRZ8;P04433	KVD11_HUMAN;KV311_HUMAN	18	19	18	20	18	18	19	21	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	598824	587739.3125	600550.3125	586684.4375	600152.875	620750.5625	625968.25	1062175.75	1148359.5	1059751.5	1031058.3125	1130551.375	1049742	1082970.75	1559201.625	1518029.75	1589059.375	1530276.125	1549705.625	1567038.375	1565089.75	1257283.75	1312033	1281261.875	1236185.625	1256137.625	1208723.5	1303459.625	1173115.5	1170943.875	1158790.25
A0A0A0MS14	IGHV1-45	Immunoglobulin heavy variable 1-45	A0A0A0MS14	HV145_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	10390.912109375	12214.82421875	10998.3603515625	9986.607421875	9439.6083984375	12977.767578125	12219.8115234375	33577.7265625	37060.35546875	38547.58203125	38524.89453125	36194.70703125	40390.47265625	36427.609375	28993.166015625	35334.796875	34236.453125	33112.875	34007.1015625	33031.81640625	30946.8671875	14294.8896484375	12597.7353515625	17640.71875	11820.986328125	18377.056640625	16353.5107421875	17965.689453125	26893.9375	24099.0234375	25391.63671875
A0A0A0MS15	IGHV3-49	Immunoglobulin heavy variable 3-49	A0A0A0MS15	HV349_HUMAN	2	2	2	2	2	2	2	2	2	2	3	3	2	2	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	55520.7109375	56525.0390625	57705.4609375	58695.46484375	56202.859375	57973.63671875	59446.23828125	123935.8515625	112853.3046875	113639.4765625	102926.796875	120669.6015625	117223.6796875	124546.78125	97939.6640625	100673.8125	99701.296875	107486.171875	102223.1015625	103646.7421875	96283.796875	126649.6953125	102972.53125	128571.75	125291.46875	134920.09375	130057.8046875	136197.359375	101279.5390625	100126.6484375	98751.5859375
A0A0A0MT36	IGKV6D-21	Immunoglobulin kappa variable 6D-21	A0A0A0MT36	KVD21_HUMAN	4	3	4	2	4	4	3	4	4	5	4	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	8496.0234375	15768.1474609375	11976.443359375	15606.3486328125	9801.8955078125	14791.9658203125	11761.123046875	28803.5	27526.595703125	39328.5625	40025.80859375	34892.36328125	26467.6328125	36747.3046875	40900.39453125	29927.744140625	29212.97265625	28755.888671875	28820.88671875	32751.056640625	33490.07421875	47116.1796875	56591.84765625	55365.1171875	48030.76171875	44688.234375	50756.73828125	53530.8828125	32004.23046875	37001.4375	26158.912109375
A0A0A0MT70	TRBJ2-6	T cell receptor beta joining 2-6	A0A0A0MT70	TJB26_HUMAN	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NaN	NaN	NaN	11574.1005859375	NaN	NaN	15824.3037109375	25266.59765625	31676.01953125	28354.169921875	29831.873046875	34194.19140625	31740.44140625	35137.02734375	23293.36328125	27931.095703125	18979.90625	24036.025390625	26518.79296875	27492.076171875	33686.6953125	36161.30078125	31650.3671875	44199.015625	31062.390625	39572.94921875	39475.0703125	32472.103515625	24112.19140625	31449.025390625	27716.595703125
A0A0A0MT89	IGKJ1	Immunoglobulin kappa joining 1	A0A0A0MT89	KJ01_HUMAN	4	4	3	3	4	3	4	4	4	4	3	4	3	3	4	3	4	4	4	4	3	4	4	3	3	3	3	4	3	4	4	34807.44921875	38617.078125	34349.2734375	37881.0390625	39907.09375	37195.5703125	42151.02734375	67598.25	71444.203125	55658.2890625	63066.890625	72852.265625	63078.3828125	64192.09765625	56320.421875	55414.26171875	63719.78125	59797.5703125	57234.2265625	57747.33203125	56915.40234375	77223.2890625	61766.05859375	72974.3515625	71815.296875	75306.328125	71175.75	73085.6640625	58250.8515625	64837.87109375	61151.11328125
A0A0B4J1U3	IGLV1-36	Immunoglobulin lambda variable 1-36	A0A0B4J1U3	LV136_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17174.396484375	15402.7666015625	15054.1171875	15986.734375	15154.419921875	15082.6611328125	18552.791015625	33222.1953125	28871.111328125	36638.7109375	33894.90234375	34201.66015625	36280.05859375	34473.078125	54365.0859375	57505.12890625	53703.6484375	53333.49609375	56163.546875	51013.359375	56085.234375	30034.443359375	26003.32421875	24094.28515625	24786.083984375	27921.5859375	31423.416015625	27830.439453125	35915.69140625	34599.4296875	37781.1640625
A0A0B4J1U7	IGHV6-1	Immunoglobulin heavy variable 6-1	A0A0B4J1U7	HV601_HUMAN	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	50457	49367.84375	56151.1015625	50055.55078125	52139.9453125	52387.4765625	55057.1328125	76436.0078125	75585.5703125	82138.421875	80827.46875	90949.9609375	78950.421875	78067.2578125	77696.5625	73366.859375	72968.6328125	79210.34375	74147.4921875	76355.015625	74332.828125	87498.28125	81325.9609375	93686.3515625	87167.2734375	95856.1796875	89446.0234375	98541.03125	73232.6875	70262.8046875	80496.7578125
A0A0B4J1V0	IGHV3-15	Immunoglobulin heavy variable 3-15	A0A0B4J1V0	HV315_HUMAN	7	6	6	6	6	6	6	6	6	7	6	7	7	6	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	48942.87890625	53826.34765625	50413.67578125	46722.91796875	48094.13671875	48058.82421875	49616.42578125	84952.453125	85392.359375	86677.0859375	78837.671875	87913.6171875	80709.2578125	86315.5625	124523.828125	122193.6015625	119641.7734375	117362.7578125	118369.75	115600.2265625	117701.7890625	99877.7265625	98357.5703125	100073.5625	105343.84375	103626.75	102759.921875	103088.8046875	88363.8984375	88831.8046875	91332.4296875
A0A0B4J1V1	IGHV3-21	Immunoglobulin heavy variable 3-21	A0A0B4J1V1	HV321_HUMAN	12	11	12	11	12	12	12	15	15	15	15	15	14	13	15	16	16	15	15	16	15	15	14	14	15	15	15	15	16	17	16	384945.375	407090.75	395747	421742.09375	430012.78125	461437.125	400265.625	762276	772218	802545.25	737165.25	804122.125	764426.6875	760179.9375	751907.9375	809067.0625	763170.25	825059.25	819299.125	790658.9375	797432.25	785822.875	771204.0625	812654.4375	749901.25	855407.875	787714.5625	790660.0625	723855.5625	698504.8125	692952.125
A0A0B4J1V2	IGHV2-26	Immunoglobulin heavy variable 2-26	A0A0B4J1V2	HV226_HUMAN	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	60799.3359375	58000.93359375	57344.16796875	64088.015625	55447.13671875	58720.484375	59502.7578125	67922.734375	84617.765625	84985.3046875	72847.9765625	87057.0234375	78002.171875	87682.796875	74957.3125	85450.6171875	84103.78125	84952.390625	86497.2265625	87829.71875	85353.859375	76686.25	73716.7421875	83123.859375	78832.4921875	83640.8515625	79124.8828125	82692.703125	83135.3125	72944.0625	75014.859375
A0A0B4J1V6	IGHV3-73	Immunoglobulin heavy variable 3-73	A0A0B4J1V6	HV373_HUMAN	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	4	3	3	3	3	3	3	4	4	3	3	3	3	4	3	3	100486.078125	104162.7890625	103835.0390625	105357.6640625	101536.1328125	107990.3203125	102984.1796875	301203.09375	291414.3125	312349.4375	298384.0625	319125.09375	288559.46875	292296.75	243956.46875	246316.484375	237339.84375	248344.359375	239623.96875	242169.859375	240634.90625	208432.796875	204083.578125	202096.1875	207127.53125	221885.859375	208085.03125	207353.96875	219798.59375	211399.75	213317.71875
A0A0B4J1X5	IGHV3-74	Immunoglobulin heavy variable 3-74	A0A0B4J1X5	HV374_HUMAN	8	5	5	4	4	5	5	6	6	6	7	7	6	7	7	8	7	7	8	8	8	7	7	7	7	7	8	7	8	7	8	25710.78515625	28355.767578125	25645.919921875	28239.259765625	27684.361328125	29046.662109375	29787.87109375	54249.26171875	45031.80859375	49640.6796875	43683.359375	55516.19921875	49680.60546875	49717.34375	83125.65625	73769.53125	79751.2421875	79891.234375	75241.03125	80575.5859375	79218.046875	64805.796875	59064.76171875	69373.984375	66136.609375	71951.6328125	63875.16015625	73067.53125	58689.3671875	61846.55078125	56492.578125
