PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[2] ID73779_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[3] ID73797_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.Quantity,[2] ID73779_01_MA10140C_06010_100422.htrms.PG.Quantity,[3] ID73797_01_MA10140C_06010_100422.htrms.PG.Quantity
Q14166,TTLL12,Tubulin--tyrosine ligase-like protein 12,Q14166,TTL12_HUMAN,5,5,5,15279.1806640625,11912.724609375,14327.921875
Q14203,DCTN1,Dynactin subunit 1,Q14203,DCTN1_HUMAN,5,5,5,10547.189453125,8513.1826171875,9157.6796875
Q14240,EIF4A2,Eukaryotic initiation factor 4A-II,Q14240,IF4A2_HUMAN,1,1,1,5830.2236328125,13647.4248046875,8798.083984375
Q14247,CTTN,Src substrate cortactin,Q14247,SRC8_HUMAN,1,1,1,9334.291015625,7545.97314453125,11458.8369140625
Q14254,FLOT2,Flotillin-2,Q14254,FLOT2_HUMAN,21,22,22,59013.51171875,61576,70469.1484375
Q14520,HABP2,Hyaluronan-binding protein 2,Q14520,HABP2_HUMAN,7,7,7,22227.875,18521.986328125,22476.849609375
Q14558,PRPSAP1,Phosphoribosyl pyrophosphate synthase-associated protein 1,Q14558,KPRA_HUMAN,4,4,3,19523.138671875,17599.224609375,17046.24609375
Q14624,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,Q14624,ITIH4_HUMAN,63,63,63,972853.5,701094.0625,815460.4375
Q14738,PPP2R5D,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,Q14738,2A5D_HUMAN,2,2,2,15733.171875,7164.033203125,6127.93896484375
Q14766,LTBP1,Latent-transforming growth factor beta-binding protein 1,Q14766,LTBP1_HUMAN,1,2,2,601.8414306640625,3215.92919921875,4984.52685546875
Q14773,ICAM4,Intercellular adhesion molecule 4,Q14773,ICAM4_HUMAN,2,2,2,14012.6240234375,18436.3359375,8338.140625
Q14847,LASP1,LIM and SH3 domain protein 1,Q14847,LASP1_HUMAN,5,5,5,66193.2734375,64716.82421875,65121.7734375
Q14974,KPNB1,Importin subunit beta-1,Q14974,IMB1_HUMAN,20,20,20,94253.8671875,93324.1953125,90318.25
Q14C86,GAPVD1,GTPase-activating protein and VPS9 domain-containing protein 1,Q14C86,GAPD1_HUMAN,12,12,12,51810.4921875,47278.60546875,48997.43359375
Q15008,PSMD6,26S proteasome non-ATPase regulatory subunit 6,Q15008,PSMD6_HUMAN,9,9,9,27045.1015625,21153.19140625,24171.28125
Q15084,PDIA6,Protein disulfide-isomerase A6,Q15084,PDIA6_HUMAN,2,2,2,10138.9287109375,11181.646484375,12969.1484375
Q15102,PAFAH1B3,Platelet-activating factor acetylhydrolase IB subunit alpha1,Q15102,PA1B3_HUMAN,9,9,9,87788.734375,91823,90832.8515625
Q15166,PON3,Serum paraoxonase/lactonase 3,Q15166,PON3_HUMAN,1,1,1,12409.3251953125,15390.380859375,11872.853515625
Q15181,PPA1,Inorganic pyrophosphatase,Q15181,IPYR_HUMAN,6,7,7,59635.4140625,64473.76953125,56242.1796875
Q15185,PTGES3,Prostaglandin E synthase 3,Q15185,TEBP_HUMAN,2,2,2,15022.2744140625,22144.28515625,21809.95703125
Q15257,PTPA,Serine/threonine-protein phosphatase 2A activator,Q15257,PTPA_HUMAN,8,8,8,132328.78125,131083.15625,129642.5078125
Q15363,TMED2,Transmembrane emp24 domain-containing protein 2,Q15363,TMED2_HUMAN,1,1,1,7759.46630859375,8480.84765625,13851.1611328125
Q15365,PCBP1,Poly(rC)-binding protein 1,Q15365,PCBP1_HUMAN,8,8,8,51485.66015625,53349.2421875,51075.3203125
Q15366,PCBP2,Poly(rC)-binding protein 2,Q15366,PCBP2_HUMAN,1,1,1,60102.62109375,29142.92578125,26500.60546875
Q15369,ELOC,Elongin-C,Q15369,ELOC_HUMAN,3,3,3,8210.1982421875,9899.0615234375,6877.4853515625
Q15370,ELOB,Elongin-B,Q15370,ELOB_HUMAN,4,4,4,15099.6962890625,16925.533203125,13218.28515625
Q15404,RSU1,Ras suppressor protein 1,Q15404,RSU1_HUMAN,4,4,4,28999.962890625,45985.0390625,38531.09375
Q15435,PPP1R7,Protein phosphatase 1 regulatory subunit 7,Q15435,PP1R7_HUMAN,8,8,8,62841.14453125,59998.203125,61734.7734375
Q15485,FCN2,Ficolin-2,Q15485,FCN2_HUMAN,5,5,5,29582.912109375,25468.513671875,26017.5625
Q15582,TGFBI,Transforming growth factor-beta-induced protein ig-h3,Q15582,BGH3_HUMAN,1,1,1,29742.12109375,24607.66796875,24691.798828125
Q15631,TSN,Translin,Q15631,TSN_HUMAN,6,6,6,54993.75,57146.98046875,55364.58984375
Q15691,MAPRE1,Microtubule-associated protein RP/EB family member 1,Q15691,MARE1_HUMAN,10,10,10,26829.876953125,24732.681640625,28722.546875
Q15819,UBE2V2,Ubiquitin-conjugating enzyme E2 variant 2,Q15819,UB2V2_HUMAN,2,2,2,50440.34375,49980.375,48570.60546875
Q15843,NEDD8,NEDD8,Q15843,NEDD8_HUMAN,1,1,1,11495.2001953125,10707.6201171875,11297.498046875
Q15848,ADIPOQ,Adiponectin,Q15848,ADIPO_HUMAN,2,2,2,15004.2001953125,17622.291015625,16486.169921875
Q15942,ZYX,Zyxin,Q15942,ZYX_HUMAN,1,2,2,5898.8115234375,14607.85546875,11160.587890625
Q16186,ADRM1,Proteasomal ubiquitin receptor ADRM1,Q16186,ADRM1_HUMAN,1,1,1,6259.10400390625,5521.33349609375,7326.87109375
Q16401,PSMD5,26S proteasome non-ATPase regulatory subunit 5,Q16401,PSMD5_HUMAN,11,11,11,40328.83203125,46490.875,46307.73828125
Q16526,CRY1,Cryptochrome-1,Q16526,CRY1_HUMAN,1,1,1,6773.92333984375,8691.6337890625,11093.4794921875
Q16531,DDB1,DNA damage-binding protein 1,Q16531,DDB1_HUMAN,10,10,10,18157.03515625,25590.546875,18628.283203125
Q16543,CDC37,Hsp90 co-chaperone Cdc37,Q16543,CDC37_HUMAN,5,5,5,19711.169921875,13598.4599609375,17518.25
Q16555,DPYSL2,Dihydropyrimidinase-related protein 2,Q16555,DPYL2_HUMAN,1,1,1,396.8094177246094,1940.753662109375,1496.4833984375
Q16570,ACKR1,Atypical chemokine receptor 1,Q16570,ACKR1_HUMAN,1,1,1,57087.1640625,46189.6015625,42277.875
Q16610,ECM1,Extracellular matrix protein 1,Q16610,ECM1_HUMAN,6,6,6,59887.68359375,53336.55078125,61904.56640625
Q16658,FSCN1,Fascin,Q16658,FSCN1_HUMAN,7,7,6,31427.365234375,26997.625,29580.73046875
Q16774,GUK1,Guanylate kinase,Q16774,KGUA_HUMAN,5,5,5,19076.375,25122.833984375,21277.912109375
Q16775,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",Q16775,GLO2_HUMAN,9,9,9,132856.953125,163779.21875,163696.734375
Q16851,UGP2,UTP--glucose-1-phosphate uridylyltransferase,Q16851,UGPA_HUMAN,14,14,14,50494.9609375,54410.2265625,55837.45703125
Q16881,TXNRD1,"Thioredoxin reductase 1, cytoplasmic",Q16881,TRXR1_HUMAN,6,6,6,20859.95703125,23836.30859375,22669.94921875
Q2TAA2,IAH1,Isoamyl acetate-hydrolyzing esterase 1 homolog,Q2TAA2,IAH1_HUMAN,2,2,2,20788.6796875,22054.193359375,19073.546875
Q3LXA3,TKFC,Triokinase/FMN cyclase,Q3LXA3,TKFC_HUMAN,10,10,9,53949.73046875,55106.48046875,55098.015625
Q4KWH8,PLCH1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",Q4KWH8,PLCH1_HUMAN,0,2,1,NaN,31770.3046875,8502.2490234375
Q52LJ0,FAM98B,Protein FAM98B,Q52LJ0,FA98B_HUMAN,1,1,1,351649.59375,314585.84375,280611.84375
Q53TN4,CYBRD1,Plasma membrane ascorbate-dependent reductase CYBRD1,Q53TN4,CYBR1_HUMAN,1,1,1,18192.810546875,15191.8876953125,21559.33203125
Q5JTW2,CEP78,Centrosomal protein of 78 kDa,Q5JTW2,CEP78_HUMAN,1,1,1,3306253.75,1950243.75,2220390.75
Q5QJ74,TBCEL,Tubulin-specific chaperone cofactor E-like protein,Q5QJ74,TBCEL_HUMAN,4,4,4,23018.255859375,21937.67578125,25038.33203125
Q5T4S7,UBR4,E3 ubiquitin-protein ligase UBR4,Q5T4S7,UBR4_HUMAN,12,13,13,24681.08203125,24565.28515625,25447.6953125
Q5TDH0,DDI2,Protein DDI1 homolog 2,Q5TDH0,DDI2_HUMAN,17,17,17,162014.5,165401.15625,187127.765625
Q5TEC6,H3-7,Histone H3-7,Q5TEC6,H37_HUMAN,2,2,2,8348.1650390625,18385.76953125,13128.751953125
Q5VVQ6,YOD1,Ubiquitin thioesterase OTU1,Q5VVQ6,OTU1_HUMAN,10,10,10,90046.2421875,102832.6796875,93841.9609375
Q5VW32,BROX,BRO1 domain-containing protein BROX,Q5VW32,BROX_HUMAN,2,2,2,29300.009765625,30285.935546875,28279.505859375
Q5VYK3,ECPAS,Proteasome adapter and scaffold protein ECM29,Q5VYK3,ECM29_HUMAN,1,1,1,10134.8046875,9843.787109375,9468.14453125
Q5XPI4,RNF123,E3 ubiquitin-protein ligase RNF123,Q5XPI4,RN123_HUMAN,16,16,16,59500.0546875,47350.4375,66702.9375
Q6EMK4,VASN,Vasorin,Q6EMK4,VASN_HUMAN,2,2,2,12970.5712890625,12617.115234375,11064.6904296875
Q6GMV3,PTRHD1,Putative peptidyl-tRNA hydrolase PTRHD1,Q6GMV3,PTRD1_HUMAN,5,5,5,21555.916015625,29166.392578125,25437.646484375
Q6ICL3,TANGO2,Transport and Golgi organization protein 2 homolog,Q6ICL3,TNG2_HUMAN,11,11,10,85352,81131.1015625,74777.890625
Q6PCE3,PGM2L1,"Glucose 1,6-bisphosphate synthase",Q6PCE3,PGM2L_HUMAN,9,9,9,39527.2109375,29323.537109375,41622.14453125
Q6UWP2,DHRS11,Dehydrogenase/reductase SDR family member 11,Q6UWP2,DHR11_HUMAN,5,5,5,21307.16015625,22616.349609375,24215.5625
Q6XQN6,NAPRT,Nicotinate phosphoribosyltransferase,Q6XQN6,PNCB_HUMAN,5,5,5,94058.671875,117034.1484375,124486.109375
Q7L5N1,COPS6,COP9 signalosome complex subunit 6,Q7L5N1,CSN6_HUMAN,6,6,6,15376.4990234375,15868.525390625,18690.751953125
Q7L5Y1,ENOSF1,Mitochondrial enolase superfamily member 1,Q7L5Y1,ENOF1_HUMAN,1,1,1,17163.6171875,16339.6357421875,6766.0439453125
Q7L9L4;Q9H8S9,MOB1B;MOB1A,MOB kinase activator 1B;MOB kinase activator 1A,Q7L9L4;Q9H8S9,MOB1B_HUMAN;MOB1A_HUMAN,3,3,3,31134.705078125,17809.212890625,30771.951171875
Q7LBR1,CHMP1B,Charged multivesicular body protein 1b,Q7LBR1,CHM1B_HUMAN,1,1,1,2037.0911865234375,1059.4644775390625,2723.31201171875
Q7Z4H3,HDDC2,5'-deoxynucleotidase HDDC2,Q7Z4H3,HDDC2_HUMAN,1,1,1,19970.162109375,14828.0556640625,11490.5966796875
Q7Z4W1,DCXR,L-xylulose reductase,Q7Z4W1,DCXR_HUMAN,4,4,4,37843.01953125,35618.3515625,41681.80078125
Q7Z6Z7,HUWE1,E3 ubiquitin-protein ligase HUWE1,Q7Z6Z7,HUWE1_HUMAN,4,4,4,20705.083984375,16840.705078125,18039.271484375
Q86UX7,FERMT3,Fermitin family homolog 3,Q86UX7,URP2_HUMAN,12,12,12,56033.60546875,74183.6953125,74517.28125
Q86V88,MDP1,Magnesium-dependent phosphatase 1,Q86V88,MGDP1_HUMAN,2,2,2,11683.583984375,17360.171875,16304.0009765625
Q86VP6,CAND1,Cullin-associated NEDD8-dissociated protein 1,Q86VP6,CAND1_HUMAN,38,38,37,322006.96875,309585.15625,335143.9375
Q86X55,CARM1,Histone-arginine methyltransferase CARM1,Q86X55,CARM1_HUMAN,6,6,6,25739.595703125,23853.3984375,22213.29296875
Q8IUI8,CRLF3,Cytokine receptor-like factor 3,Q8IUI8,CRLF3_HUMAN,7,7,7,32442.58203125,33410.2734375,25937.41015625
Q8IV36,HID1,Protein HID1,Q8IV36,HID1_HUMAN,0,0,1,NaN,NaN,26811.5078125
Q8IXQ3,C9orf40,Uncharacterized protein C9orf40,Q8IXQ3,CI040_HUMAN,3,3,3,42022.29296875,57383.546875,49225.62890625
Q8IZ83,ALDH16A1,Aldehyde dehydrogenase family 16 member A1,Q8IZ83,A16A1_HUMAN,12,12,12,78024.234375,76405.8828125,75466.0703125
Q8N3D4,EHBP1L1,EH domain-binding protein 1-like protein 1,Q8N3D4,EH1L1_HUMAN,1,1,1,8235.5537109375,7364.7802734375,5421.5859375
Q8N3F0,MTURN,Maturin,Q8N3F0,MTURN_HUMAN,1,1,1,12832.3203125,11653.3642578125,17157.513671875
Q8NCW5,NAXE,NAD(P)H-hydrate epimerase,Q8NCW5,NNRE_HUMAN,4,4,4,31331.013671875,40097.0234375,36070.765625
Q8NEM0,MCPH1,Microcephalin,Q8NEM0,MCPH1_HUMAN,1,1,1,17284.603515625,8549.3193359375,14361.58203125
Q8NEZ4,KMT2C,Histone-lysine N-methyltransferase 2C,Q8NEZ4,KMT2C_HUMAN,1,1,1,38310.70703125,47171.89453125,48331.66796875
Q8NGE3,OR10P1,Olfactory receptor 10P1,Q8NGE3,O10P1_HUMAN,1,1,1,860443.3125,711825.125,923517.125
Q8NGZ2,OR14K1,Olfactory receptor 14K1,Q8NGZ2,O14K1_HUMAN,1,1,1,86587.1328125,97158.765625,92926.5078125
Q8NHG7,SVIP,Small VCP/p97-interacting protein,Q8NHG7,SVIP_HUMAN,1,1,1,42458.58203125,37176.671875,35251.9140625
Q8TAC1,RFESD,Rieske domain-containing protein,Q8TAC1,RFESD_HUMAN,4,4,4,25697.98828125,25916.677734375,30057.32421875
Q8TBK6,ZCCHC10,Zinc finger CCHC domain-containing protein 10,Q8TBK6,ZCH10_HUMAN,1,1,1,32936006,36720156,15185619
Q8TD55,PLEKHO2,Pleckstrin homology domain-containing family O member 2,Q8TD55,PKHO2_HUMAN,1,1,1,70420.0625,71877.6484375,83012.734375
Q8TDJ6,DMXL2,DmX-like protein 2,Q8TDJ6,DMXL2_HUMAN,1,1,1,14228.3310546875,12974.5146484375,15011.0771484375
Q8TEB1,DCAF11,DDB1- and CUL4-associated factor 11,Q8TEB1,DCA11_HUMAN,3,3,3,5661.8564453125,8255.19921875,4183.734375
Q8WU79,SMAP2,Stromal membrane-associated protein 2,Q8WU79,SMAP2_HUMAN,1,1,1,141723.03125,179632.421875,155044.578125
Q8WUD1,RAB2B,Ras-related protein Rab-2B,Q8WUD1,RAB2B_HUMAN,1,1,1,17252.341796875,22139.876953125,15678.6708984375
Q8WUM4,PDCD6IP,Programmed cell death 6-interacting protein,Q8WUM4,PDC6I_HUMAN,20,21,21,70114.7265625,62337.5390625,67799.96875
Q8WVJ2,NUDCD2,NudC domain-containing protein 2,Q8WVJ2,NUDC2_HUMAN,3,3,3,23788.01171875,26238.50390625,29690.3984375
Q8WVM8,SCFD1,Sec1 family domain-containing protein 1,Q8WVM8,SCFD1_HUMAN,8,8,8,9331.1201171875,8279.080078125,9566.134765625
Q8WW12,PCNP,PEST proteolytic signal-containing nuclear protein,Q8WW12,PCNP_HUMAN,2,2,2,17543,11218.6005859375,12524.140625
Q8WW22,DNAJA4,DnaJ homolog subfamily A member 4,Q8WW22,DNJA4_HUMAN,5,4,5,24660.892578125,22968.923828125,21491.162109375
Q8WWN8,ARAP3,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3",Q8WWN8,ARAP3_HUMAN,1,1,1,48766.37890625,53539.69140625,54591.6171875
Q8WZ42,TTN,Titin,Q8WZ42,TITIN_HUMAN,1,1,1,7372979,5238102,5085757.5
Q8WZA0,LZIC,Protein LZIC,Q8WZA0,LZIC_HUMAN,3,3,3,10732.25390625,11680.1484375,11844.712890625
Q92530,PSMF1,Proteasome inhibitor PI31 subunit,Q92530,PSMF1_HUMAN,6,6,6,168476.921875,175647.8125,157657.125
Q92539,LPIN2,Phosphatidate phosphatase LPIN2,Q92539,LPIN2_HUMAN,1,1,1,11341.068359375,11879.9033203125,15750.9091796875
Q92783,STAM,Signal transducing adapter molecule 1,Q92783,STAM1_HUMAN,1,1,1,27361.51953125,30228.1796875,25469.18359375
Q92882,OSTF1,Osteoclast-stimulating factor 1,Q92882,OSTF1_HUMAN,1,1,1,20925.638671875,21362.68359375,22420.90234375
Q92905,COPS5,COP9 signalosome complex subunit 5,Q92905,CSN5_HUMAN,6,6,6,34658.99609375,33601.03125,36443.53125
Q92928;Q9H0U4,RAB1C;RAB1B,Putative Ras-related protein Rab-1C;Ras-related protein Rab-1B,Q92928;Q9H0U4,RAB1C_HUMAN;RAB1B_HUMAN,3,3,3,30816.23828125,26312.3671875,24775.484375
Q92930,RAB8B,Ras-related protein Rab-8B,Q92930,RAB8B_HUMAN,3,3,3,12191.0712890625,14834.283203125,14394.4130859375
Q92953,KCNB2,Potassium voltage-gated channel subfamily B member 2,Q92953,KCNB2_HUMAN,2,2,2,610960.375,415548.65625,438210.90625
Q92973,TNPO1,Transportin-1,Q92973,TNPO1_HUMAN,1,1,1,17176.166015625,18115.591796875,13294.96875
Q93008,USP9X,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,Q93008,USP9X_HUMAN,12,12,11,26952.35546875,23510.458984375,28812.2109375
Q93009,USP7,Ubiquitin carboxyl-terminal hydrolase 7,Q93009,UBP7_HUMAN,2,2,2,9569.6640625,5637.1396484375,6907.43798828125
Q969R2,OSBP2,Oxysterol-binding protein 2,Q969R2,OSBP2_HUMAN,2,2,2,7997.943359375,8475.3798828125,7375.3037109375
Q969T9,WBP2,WW domain-binding protein 2,Q969T9,WBP2_HUMAN,8,8,8,80447.1640625,78539.703125,79450.078125
Q969X1,TMBIM1,Protein lifeguard 3,Q969X1,LFG3_HUMAN,1,1,1,60190.0546875,56617.15234375,59731.859375
Q96AT9,RPE,Ribulose-phosphate 3-epimerase,Q96AT9,RPE_HUMAN,4,4,4,19145.1875,22118.35546875,16536.216796875
Q96BJ3,AIDA,"Axin interactor, dorsalization-associated protein",Q96BJ3,AIDA_HUMAN,4,4,4,24470.232421875,23832.513671875,23141.306640625
Q96CD2,PPCDC,Phosphopantothenoylcysteine decarboxylase,Q96CD2,COAC_HUMAN,2,1,2,18885.283203125,22013.875,39028.8046875
Q96CN5,LRRC45,Leucine-rich repeat-containing protein 45,Q96CN5,LRC45_HUMAN,1,1,1,894260.125,1117716.5,1050893.375
Q96CV9,OPTN,Optineurin,Q96CV9,OPTN_HUMAN,2,2,2,14833.6171875,14584.0693359375,15308.6279296875
Q96CW1,AP2M1,AP-2 complex subunit mu,Q96CW1,AP2M1_HUMAN,2,2,2,15722.55078125,16046.3671875,15423.1943359375
Q96DG6,CMBL,Carboxymethylenebutenolidase homolog,Q96DG6,CMBL_HUMAN,10,7,10,32697.17578125,10422.1279296875,36722.00390625
Q96EP5,DAZAP1,DAZ-associated protein 1,Q96EP5,DAZP1_HUMAN,2,2,2,17037.48046875,18524.5390625,18515.0390625
Q96F85,CNRIP1,CB1 cannabinoid receptor-interacting protein 1,Q96F85,CNRP1_HUMAN,10,10,10,83235.9375,79347.46875,77533.6484375
Q96FJ2,DYNLL2,"Dynein light chain 2, cytoplasmic",Q96FJ2,DYL2_HUMAN,5,5,5,28765.94140625,29281.337890625,30265.759765625
Q96FW1,OTUB1,Ubiquitin thioesterase OTUB1,Q96FW1,OTUB1_HUMAN,10,9,10,38734.39453125,40574.203125,38717.2734375
Q96G03,PGM2,Phosphopentomutase,Q96G03,PGM2_HUMAN,15,15,15,50783.19921875,50987.4375,51268.1640625
Q96GD0,PDXP,Chronophin,Q96GD0,PLPP_HUMAN,5,5,5,44657.046875,46300.83203125,46769.91796875
Q96GG9,DCUN1D1,DCN1-like protein 1,Q96GG9,DCNL1_HUMAN,4,4,4,39952.5234375,42976.66015625,42442.953125
Q96GX9,APIP,Methylthioribulose-1-phosphate dehydratase,Q96GX9,MTNB_HUMAN,1,1,1,11780.3037109375,2359.39794921875,14901.091796875
Q96IJ6,GMPPA,Mannose-1-phosphate guanyltransferase alpha,Q96IJ6,GMPPA_HUMAN,3,3,3,53145.3671875,47837.76953125,50242.13671875
Q96IU4,ABHD14B,Putative protein-lysine deacylase ABHD14B,Q96IU4,ABHEB_HUMAN,5,6,6,67370.90625,65284.6328125,72919.5234375
Q96IY4,CPB2,Carboxypeptidase B2,Q96IY4,CBPB2_HUMAN,10,10,10,91365.140625,79377.7578125,104425.4453125
Q96JD6,AKR1E2,"1,5-anhydro-D-fructose reductase",Q96JD6,AKCL2_HUMAN,1,1,1,41302.72265625,49571.66015625,44282.0390625
Q96JL9,ZNF333,Zinc finger protein 333,Q96JL9,ZN333_HUMAN,1,1,1,2854.28955078125,5336.86328125,3044.312255859375
Q96KN2,CNDP1,Beta-Ala-His dipeptidase,Q96KN2,CNDP1_HUMAN,5,5,5,29780.90625,20708.349609375,33257.8828125
Q96KP4,CNDP2,Cytosolic non-specific dipeptidase,Q96KP4,CNDP2_HUMAN,2,5,5,2575.373291015625,27609.521484375,52884.96875
Q96KS0,EGLN2,Prolyl hydroxylase EGLN2,Q96KS0,EGLN2_HUMAN,1,1,1,20389.14453125,21721.638671875,41847.015625
Q96NA2,RILP,Rab-interacting lysosomal protein,Q96NA2,RILP_HUMAN,1,1,1,17621.59765625,21175.630859375,24945.8046875
Q96P70,IPO9,Importin-9,Q96P70,IPO9_HUMAN,6,6,6,39448.8828125,40536.234375,40323.62890625
Q96PD5,PGLYRP2,N-acetylmuramoyl-L-alanine amidase,Q96PD5,PGRP2_HUMAN,17,17,17,176050.21875,162170.609375,164415.390625
Q96PL5,ERMAP,Erythroid membrane-associated protein,Q96PL5,ERMAP_HUMAN,3,3,3,25139.375,29262.4453125,32091.001953125
Q99436,PSMB7,Proteasome subunit beta type-7,Q99436,PSB7_HUMAN,9,9,9,79229.015625,75833.4609375,78505.2265625
Q99439,CNN2,Calponin-2,Q99439,CNN2_HUMAN,1,1,1,2363.976806640625,8059.30712890625,6948.18310546875
Q99460,PSMD1,26S proteasome non-ATPase regulatory subunit 1,Q99460,PSMD1_HUMAN,11,11,11,25973.8359375,22404.216796875,25862.11328125
Q99471,PFDN5,Prefoldin subunit 5,Q99471,PFD5_HUMAN,2,2,2,17823.763671875,10338.3994140625,15527.7646484375
Q99497,PARK7,Parkinson disease protein 7,Q99497,PARK7_HUMAN,22,22,22,300918,332194.75,353016.6875
Q99536,VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Q99536,VAT1_HUMAN,2,2,2,15079.4853515625,21501.76171875,21325.8046875
Q99627,COPS8,COP9 signalosome complex subunit 8,Q99627,CSN8_HUMAN,4,4,4,52463.94921875,53386.7265625,56483.171875
Q99733,NAP1L4,Nucleosome assembly protein 1-like 4,Q99733,NP1L4_HUMAN,8,8,8,45418.08984375,45841.19921875,43911.29296875
Q99808,SLC29A1,Equilibrative nucleoside transporter 1,Q99808,S29A1_HUMAN,2,2,2,20566.556640625,18939.552734375,20834.888671875
Q99829,CPNE1,Copine-1,Q99829,CPNE1_HUMAN,1,1,1,15490.494140625,20567.185546875,4537.3291015625
Q99832,CCT7,T-complex protein 1 subunit eta,Q99832,TCPH_HUMAN,17,18,17,53354.96484375,74010.5625,64913.76953125
Q9BQ69,MACROD1,ADP-ribose glycohydrolase MACROD1,Q9BQ69,MACD1_HUMAN,1,1,1,190052.625,193207,178149.078125
Q9BQA1,WDR77,Methylosome protein WDR77,Q9BQA1,MEP50_HUMAN,2,2,2,15050.349609375,15818.796875,13921.9638671875
Q9BRA2,TXNDC17,Thioredoxin domain-containing protein 17,Q9BRA2,TXD17_HUMAN,4,4,4,64392.7578125,63229.671875,64919.57421875
Q9BRF8,CPPED1,Serine/threonine-protein phosphatase CPPED1,Q9BRF8,CPPED_HUMAN,1,1,1,18657.26953125,17410.958984375,14909.4814453125
Q9BS40,LXN,Latexin,Q9BS40,LXN_HUMAN,4,4,3,123045.515625,109459.859375,140317.890625
Q9BSL1,UBAC1,Ubiquitin-associated domain-containing protein 1,Q9BSL1,UBAC1_HUMAN,9,9,9,63957.1796875,58173.234375,70100.265625
Q9BT73,PSMG3,Proteasome assembly chaperone 3,Q9BT73,PSMG3_HUMAN,2,2,2,15905.9296875,15153.2373046875,16348.046875
Q9BT78,COPS4,COP9 signalosome complex subunit 4,Q9BT78,CSN4_HUMAN,12,12,12,62866.171875,60904.9765625,65999.4609375
Q9BUH6,PAXX,Protein PAXX,Q9BUH6,PAXX_HUMAN,1,1,1,6358.375,8814.7490234375,9366.5009765625
Q9BV20,MRI1,Methylthioribose-1-phosphate isomerase,Q9BV20,MTNA_HUMAN,3,4,5,9602.9990234375,12252.451171875,24554.787109375
Q9BVJ7,DUSP23,Dual specificity protein phosphatase 23,Q9BVJ7,DUS23_HUMAN,1,1,1,11870.6845703125,13007.5810546875,13721.95703125
Q9BWD1,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",Q9BWD1,THIC_HUMAN,10,10,10,43796.76171875,45387.5078125,40916.3125
Q9BXY5,CAPS2,Calcyphosin-2,Q9BXY5,CAYP2_HUMAN,1,1,1,1340002.75,1056219.25,1111466.875
Q9BY43,CHMP4A,Charged multivesicular body protein 4a,Q9BY43,CHM4A_HUMAN,3,3,3,29257.3828125,26605.69140625,31077.70703125
Q9BYN0,SRXN1,Sulfiredoxin-1,Q9BYN0,SRXN1_HUMAN,1,1,1,17429.71484375,22356.6484375,15818.03515625
Q9BZL4,PPP1R12C,Protein phosphatase 1 regulatory subunit 12C,Q9BZL4,PP12C_HUMAN,1,1,1,173029.859375,178751.421875,181650.875
Q9C0C9,UBE2O,(E3-independent) E2 ubiquitin-conjugating enzyme,Q9C0C9,UBE2O_HUMAN,16,16,16,36851.52734375,39327.1796875,34231.1953125
Q9GZP4,PITHD1,PITH domain-containing protein 1,Q9GZP4,PITH1_HUMAN,12,12,12,180030.40625,185521.03125,191493.109375
Q9GZT8,NIF3L1,NIF3-like protein 1,Q9GZT8,NIF3L_HUMAN,11,11,11,36416.81640625,40020.4921875,38654.05078125
Q9GZZ9,UBA5,Ubiquitin-like modifier-activating enzyme 5,Q9GZZ9,UBA5_HUMAN,5,5,6,25992.287109375,26524.822265625,21530.640625
Q9H008,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,Q9H008,LHPP_HUMAN,4,4,4,24076.669921875,18160.83203125,27726.291015625
Q9H0N5,PCBD2,Pterin-4-alpha-carbinolamine dehydratase 2,Q9H0N5,PHS2_HUMAN,2,2,2,16667.669921875,21135.462890625,18641.736328125
Q9H0R3,TMEM222,Transmembrane protein 222,Q9H0R3,TM222_HUMAN,1,1,1,7903.8984375,6455.85498046875,6045.19921875
Q9H0R4,HDHD2,Haloacid dehalogenase-like hydrolase domain-containing protein 2,Q9H0R4,HDHD2_HUMAN,3,3,3,21324.2578125,16084.28515625,16198.5712890625
Q9H0R8,GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Q9H0R8,GBRL1_HUMAN,1,1,1,4180.978515625,4155.9736328125,4511.09130859375
Q9H299,SH3BGRL3,SH3 domain-binding glutamic acid-rich-like protein 3,Q9H299,SH3L3_HUMAN,5,5,5,77694.2890625,92605.78125,105080.2265625
