File,Glycan_Composition,Moiety_Mass_(Da),Glycan_Type,Glycan_Mass_(Da),num_Protein,num_Site,Percent_Relative_Abundance_in_Sample
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(4)HexNAc(5),0,Complex/Hybrid,1663.6081,3,3,0.0384
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2424.867,3,4,0.0368
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(3),0,Complex/Hybrid,3591.2643,2,3,0.0336
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(3)Fuc(1),0,Complex/Hybrid,3372.19,2,3,0.0335
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(1)Fuc(2),0,Complex/Hybrid,3301.1893,2,2,0.0327
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(3)Fuc(1),0,Complex/Hybrid,3372.19,2,3,0.0327
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(4)HexNAc(4)Fuc(2),0,Complex/Hybrid,1752.6445,2,2,0.0314
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(9)HexNAc(7),0,Complex/Hybrid,2880.0309,2,2,0.0302
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(3)HexNAc(3),0,Complex/Hybrid,1095.3965,2,2,0.0298
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,2018.7083,3,3,0.0296
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(5),0,Complex/Hybrid,1663.6081,2,2,0.0283
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(3),0,Complex/Hybrid,3591.2643,1,1,0.0282
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(3)HexNAc(4),0,Complex/Hybrid,1298.4759,3,3,0.0278
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,2018.7083,3,3,0.0276
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3009.0735,3,3,0.0274
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,3081.0946,3,4,0.0271
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(4),0,Complex/Hybrid,3882.3597,2,3,0.0259
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(5),0,Complex/Hybrid,1825.6609,2,2,0.0255
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(5),0,Complex/Hybrid,1825.6609,2,2,0.025
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(4)Fuc(3),0,Complex/Hybrid,2060.7552,5,9,0.0244
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(5),0,Complex/Hybrid,1825.6609,2,2,0.0238
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(1)Fuc(3),0,Complex/Hybrid,3082.115,1,1,0.0238
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(4)HexNAc(5),0,Complex/Hybrid,1663.6081,2,2,0.0235
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuAc(2)Fuc(4),0,Complex/Hybrid,2789.004,1,1,0.0231
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuAc(2)Fuc(3),0,Complex/Hybrid,2642.9461,2,2,0.023
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(9)Fuc(1),0,Complex/Hybrid,3108.1419,1,2,0.0228
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)Fuc(3),0,Complex/Hybrid,2791.0196,1,1,0.0227
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(3),0,Complex/Hybrid,3591.2643,2,3,0.0227
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(10)HexNAc(2),0,Oligo-Mannose,2026.6869,2,2,0.022
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(4)HexNAc(4)Fuc(2),0,Complex/Hybrid,1752.6445,1,1,0.0219
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2366.8252,4,5,0.0219
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(3)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,1735.6292,2,2,0.0214
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(3)Fuc(1),0,Complex/Hybrid,2845.005,2,3,0.0211
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(2)Fuc(2),0,Complex/Hybrid,3592.2847,2,3,0.0209
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuGc(1)Fuc(1),0,Complex/Hybrid,2075.7298,1,1,0.0209
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(8)HexNAc(7)Fuc(1),0,Complex/Hybrid,2864.036,3,3,0.0201
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(10)HexNAc(2),0,Oligo-Mannose,2026.6869,2,2,0.0198
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(3)HexNAc(3),0,Complex/Hybrid,1095.3965,3,3,0.0183
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(4)Fuc(1),0,Complex/Hybrid,1930.6923,3,3,0.0182
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(3)HexNAc(4),0,Complex/Hybrid,1298.4759,3,3,0.0178
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuAc(2)Fuc(4),0,Complex/Hybrid,2789.004,1,1,0.0177
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(9)HexNAc(10),0,Complex/Hybrid,3489.269,1,1,0.0176
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(6)Fuc(2),0,Complex/Hybrid,2644.9617,2,2,0.0175
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuGc(1)Fuc(1),0,Complex/Hybrid,2075.7298,1,2,0.0175
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(3)HexNAc(4),0,Complex/Hybrid,1298.4759,2,2,0.0174
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(3)NeuAc(2)Fuc(2),0,Complex/Hybrid,2293.8088,1,1,0.0174
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(6)Fuc(3),0,Complex/Hybrid,2791.0196,1,1,0.0171
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2366.8252,2,3,0.0164
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(4)NeuAc(2)Fuc(1),0,Complex/Hybrid,2188.7774,1,1,0.0161
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(4)HexNAc(3)NeuAc(1)Fuc(2),0,Complex/Hybrid,1840.6606,1,1,0.016
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(1)Fuc(3),0,Complex/Hybrid,3082.115,3,4,0.0159
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(4)Fuc(1),0,Complex/Hybrid,1930.6923,5,6,0.0159
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(6),0,Complex/Hybrid,2352.8459,2,2,0.0157
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(4),0,Complex/Hybrid,3882.3597,1,1,0.0155
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(7)Fuc(1),0,Complex/Hybrid,2864.036,2,2,0.0148
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(3)HexNAc(2),0,Truncated,892.3172,2,2,0.0146
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(5),0,Complex/Hybrid,4173.4551,1,2,0.0146
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2643.9413,2,2,0.0146
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(4)Fuc(1),0,Complex/Hybrid,1930.6923,3,3,0.0135
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(4)HexNAc(3)NeuAc(1)Fuc(2),0,Complex/Hybrid,1840.6606,1,1,0.0132
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(12)HexNAc(7),0,Complex/Hybrid,3366.1893,1,1,0.013
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(10)HexNAc(6)NeuAc(1),0,Complex/Hybrid,3130.0998,1,1,0.0129
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(6)NeuAc(2),0,Complex/Hybrid,2610.9311,1,1,0.0128
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(3)Fuc(2),0,Complex/Hybrid,3883.3801,1,2,0.0126
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(4)NeuAc(1)Fuc(2),0,Complex/Hybrid,2367.8456,3,4,0.0126
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(5),0,Complex/Hybrid,4173.4551,1,2,0.0125
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2407.8517,1,1,0.0122
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(6)NeuAc(3)Fuc(3),0,Complex/Hybrid,3340.2002,1,1,0.0119
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuGc(1),0,Complex/Hybrid,1929.6719,1,1,0.0116
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(4)Fuc(3),0,Complex/Hybrid,2222.8081,1,1,0.0115
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(9)HexNAc(6)Fuc(3),0,Complex/Hybrid,3115.1252,1,1,0.0115
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(4)NeuAc(1),0,Complex/Hybrid,2237.7826,2,2,0.0115
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(4)Fuc(2),0,Complex/Hybrid,2076.7502,1,1,0.0114
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuGc(1),0,Complex/Hybrid,1929.6719,1,1,0.0112
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(3)Fuc(1),0,Complex/Hybrid,2845.005,2,2,0.0111
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(6)Fuc(1),0,Complex/Hybrid,2498.9038,2,2,0.0109
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(4)Fuc(2),0,Complex/Hybrid,1752.6445,2,2,0.0108
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2366.8252,2,2,0.0106
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuGc(1)Fuc(1),0,Complex/Hybrid,2075.7298,1,1,0.0106
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(3)Fuc(2),0,Complex/Hybrid,3518.2479,4,4,0.0106
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,3155.1314,1,1,0.0103
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(7)NeuAc(1)Fuc(4),0,Complex/Hybrid,3269.1995,1,1,0.0103
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(2)Fuc(1),0,Complex/Hybrid,3446.2268,1,1,0.0102
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(10)NeuAc(4)Fuc(1),0,Complex/Hybrid,4475.6029,1,1,0.0102
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(3)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,1735.6292,1,1,0.0102
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,3153.1157,2,2,0.0101
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,3155.1314,1,1,0.0095
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(3)NeuAc(1),0,Complex/Hybrid,2034.7032,2,2,0.0093
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(4)HexNAc(7)NeuAc(2)Fuc(3),0,Complex/Hybrid,3090.1313,1,1,0.0088
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(5)NeuAc(1),0,Complex/Hybrid,1954.7035,1,1,0.0087
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(2)Fuc(2),0,Complex/Hybrid,3592.2847,2,2,0.0086
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(5),0,Complex/Hybrid,3808.3229,1,2,0.0085
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(9)HexNAc(7),0,Complex/Hybrid,2880.0309,1,1,0.0083
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(5)Fuc(2),0,Complex/Hybrid,2117.7767,1,1,0.0082
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(5)NeuAc(4),0,Complex/Hybrid,3152.0953,1,1,0.0082
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(3)HexNAc(5),0,Complex/Hybrid,1501.5553,2,2,0.0081
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(5),0,Complex/Hybrid,1987.7137,3,3,0.0081
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2643.9413,1,1,0.008
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(2)Fuc(1),0,Complex/Hybrid,3446.2268,1,1,0.008
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(6)NeuAc(3)Fuc(1),0,Complex/Hybrid,3210.1372,1,1,0.0079
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(5)Fuc(1),0,Complex/Hybrid,2133.7716,1,1,0.0078
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(2)Fuc(3),0,Complex/Hybrid,3373.2104,1,1,0.0078
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(3)Fuc(2),0,Complex/Hybrid,3883.3801,1,1,0.0078
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(4)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2042.7195,1,1,0.0077
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(12)HexNAc(2),0,Oligo-Mannose,2350.7925,3,3,0.0074
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(4)HexNAc(5)NeuAc(1),0,Complex/Hybrid,1954.7035,2,2,0.0074
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(5),0,Complex/Hybrid,1987.7137,2,2,0.0073
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2042.7195,1,1,0.0073
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(3)HexNAc(2)Fuc(1),0,Truncated,1038.3751,1,1,0.0072
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(4)Fuc(2),0,Complex/Hybrid,4174.4755,1,2,0.0071
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2407.8517,3,3,0.0071
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(4)NeuAc(1),0,Complex/Hybrid,2237.7826,1,2,0.0069
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(1)Fuc(2),0,Complex/Hybrid,2936.0571,2,2,0.0069
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(14),0,Complex/Hybrid,3977.4808,1,1,0.0069
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(4)Fuc(3),0,Complex/Hybrid,2060.7552,1,1,0.0069
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(4)Fuc(2),0,Complex/Hybrid,2076.7502,1,1,0.0069
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(5)Fuc(3),0,Complex/Hybrid,2425.8874,1,1,0.0065
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(5),0,Complex/Hybrid,4173.4551,1,2,0.0065
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(1)Fuc(4),0,Complex/Hybrid,3228.1729,1,1,0.0063
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(14),0,Complex/Hybrid,3977.4808,1,1,0.0062
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(5)Fuc(2),0,Complex/Hybrid,2117.7767,2,2,0.0061
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(5)NeuAc(1)Fuc(4),0,Complex/Hybrid,2863.0407,1,1,0.006
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(1)Fuc(4),0,Complex/Hybrid,3593.3051,1,1,0.006
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(5)Fuc(2),0,Complex/Hybrid,2117.7767,1,1,0.0059
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(4)HexNAc(2),0,Oligo-Mannose,1054.37,1,1,0.0058
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(3),0,Complex/Hybrid,1581.555,2,2,0.0057
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(4)Fuc(1),0,Complex/Hybrid,2092.7451,1,1,0.0057
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(7)NeuAc(1)Fuc(2),0,Complex/Hybrid,2815.0308,1,1,0.0057
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(4)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2042.7195,1,1,0.0057
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(6)Fuc(1),0,Complex/Hybrid,2336.851,1,1,0.0056
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(5)Fuc(4),0,Complex/Hybrid,2409.8925,1,1,0.0056
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(12)HexNAc(2),0,Oligo-Mannose,2350.7925,1,1,0.0056
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(1)Fuc(3),0,Complex/Hybrid,3447.2472,1,1,0.0055
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(3),0,Complex/Hybrid,1581.555,1,1,0.0054
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(2),0,Oligo-Mannose,1054.37,1,1,0.0054
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2643.9413,1,1,0.0054
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(9)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,3114.1048,1,1,0.0053
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(4)HexNAc(3)NeuAc(2)Fuc(1),0,Complex/Hybrid,1985.6981,1,1,0.0052
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(5)Fuc(3),0,Complex/Hybrid,2425.8874,1,1,0.0051
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(6)NeuAc(2)Fuc(2),0,Complex/Hybrid,2740.9941,1,1,0.0051
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(11)HexNAc(2),0,Oligo-Mannose,2188.7397,2,2,0.0049
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(6)Fuc(3),0,Complex/Hybrid,2304.8612,1,1,0.0048
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(4)Fuc(3),0,Complex/Hybrid,2060.7552,1,2,0.0047
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(8)NeuAc(1)Fuc(4),0,Complex/Hybrid,3472.2788,1,1,0.0047
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(5)NeuAc(2)Fuc(4),0,Complex/Hybrid,3154.1361,1,1,0.0046
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuAc(2)Fuc(4),0,Complex/Hybrid,2789.004,1,1,0.0045
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2789.9992,2,2,0.0045
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,3153.1157,1,2,0.0045
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(10)HexNAc(2),0,Oligo-Mannose,2026.6869,2,2,0.0045
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(8)HexNAc(7)Fuc(1),0,Complex/Hybrid,2864.036,1,2,0.0044
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(3)HexNAc(5),0,Complex/Hybrid,1501.5553,1,1,0.0041
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(5)Fuc(2),0,Complex/Hybrid,2279.8295,2,2,0.0041
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(4)NeuAc(1),0,Complex/Hybrid,2237.7826,1,1,0.004
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(5)NeuAc(3)Fuc(1),0,Complex/Hybrid,3169.1106,1,1,0.004
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(3)NeuAc(2)Fuc(2),0,Complex/Hybrid,2293.8088,1,1,0.0039
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(3)Fuc(3),0,Complex/Hybrid,1695.6231,2,2,0.0039
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(6),0,Complex/Hybrid,2190.7931,1,1,0.0038
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(11)HexNAc(2),0,Oligo-Mannose,2188.7397,2,2,0.0038
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2303.8408,1,1,0.0038
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(6)Fuc(2),0,Complex/Hybrid,2644.9617,2,2,0.0035
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2408.8721,1,1,0.0035
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,3155.1314,2,3,0.0035
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(8)NeuAc(1),0,Complex/Hybrid,3050.1,1,1,0.0034
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(3)HexNAc(4)NeuAc(2),0,Complex/Hybrid,1880.6667,1,1,0.0034
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2789.9992,1,2,0.0034
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(5),0,Complex/Hybrid,1987.7137,2,2,0.0034
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2408.8721,1,1,0.0034
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(9)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3462.2217,2,2,0.0033
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuAc(1)NeuGc(1)Fuc(1),0,Complex/Hybrid,2366.8252,1,1,0.0033
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(5)Fuc(2),0,Complex/Hybrid,2279.8295,1,1,0.0032
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,3153.1157,1,1,0.0032
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(2)HexNAc(2),0,Truncated,730.2644,1,1,0.0032
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(3)HexNAc(7),0,Complex/Hybrid,1907.714,1,1,0.0031
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(7),0,Complex/Hybrid,2555.9253,1,1,0.0031
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2407.8517,2,2,0.003
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,2991.0629,1,1,0.003
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuGc(2),0,Complex/Hybrid,2236.7622,1,1,0.003
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(3)NeuAc(2)Fuc(2),0,Complex/Hybrid,2293.8088,1,1,0.003
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(4)HexNAc(7)NeuAc(2)Fuc(4),0,Complex/Hybrid,3236.1892,1,1,0.0029
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(7)Fuc(4),0,Complex/Hybrid,3302.2097,1,1,0.0028
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(3)HexNAc(4)NeuAc(2),0,Complex/Hybrid,1880.6667,2,2,0.0027
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(4)HexNAc(5)NeuAc(1),0,Complex/Hybrid,1954.7035,2,2,0.0026
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(3)HexNAc(2)Fuc(1),0,Truncated,1038.3751,1,1,0.0026
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(2)Fuc(2),0,Complex/Hybrid,3592.2847,1,1,0.0026
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(7),0,Complex/Hybrid,2555.9253,2,2,0.0025
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2319.8357,1,1,0.0025
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(1)Fuc(3),0,Complex/Hybrid,2554.93,1,1,0.0025
