File,Glycan_Composition,Moiety_Mass_(Da),Glycan_Type,Glycan_Mass_(Da),num_Protein,num_Site,Percent_Relative_Abundance_in_Sample
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(3)NeuGc(1),0,Complex/Hybrid,1888.6453,1,1,0.0042
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1),0,Complex/Hybrid,1913.6769,63,108,8.3368
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuGc(1),0,Complex/Hybrid,1929.6719,1,1,0.0257
SPQC_02_MA10140C_6010_080723_EVO,Hex(4)HexNAc(5)NeuAc(1),0,Complex/Hybrid,1954.7035,1,1,4.00E-04
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(3)NeuAc(1),0,Complex/Hybrid,2034.7032,1,1,6.00E-04
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(4)NeuAc(1),0,Complex/Hybrid,2075.7298,9,10,0.0896
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(1),0,Complex/Hybrid,2116.7563,3,4,0.0775
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2204.7723,76,167,41.4309
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1)NeuGc(1),0,Complex/Hybrid,2220.7673,1,1,0.0175
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuGc(2),0,Complex/Hybrid,2236.7622,1,1,0.0063
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(1),0,Complex/Hybrid,2278.8091,13,15,0.7075
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2366.8252,3,4,0.057
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2407.8517,3,3,0.0079
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2481.8885,1,1,0.0116
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2569.9045,25,48,2.3812
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2643.9413,3,4,0.0366
SPQC_02_MA10140C_6010_080723_EVO,Hex(4)HexNAc(7)NeuAc(2),0,Complex/Hybrid,2651.9576,1,1,0.0067
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)NeuAc(1),0,Complex/Hybrid,2847.0207,1,1,0.0085
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(3),0,Complex/Hybrid,2860.9999,40,80,9.8007
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(2),0,Complex/Hybrid,2935.0367,8,11,0.345
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3009.0735,2,2,0.0016
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(5)NeuAc(3),0,Complex/Hybrid,3023.0527,1,1,0.0018
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(4),0,Complex/Hybrid,3152.0953,2,4,0.0312
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(8)NeuAc(1),0,Complex/Hybrid,3212.1528,1,1,0.0121
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(3),0,Complex/Hybrid,3226.1321,7,12,0.3724
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3300.1689,2,2,8.00E-04
SPQC_02_MA10140C_6010_080723_EVO,Hex(10)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3333.1791,1,1,0.0268
SPQC_02_MA10140C_6010_080723_EVO,Hex(9)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3462.2217,2,2,0.0031
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(8)NeuAc(2),0,Complex/Hybrid,3503.2482,1,1,0.003
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(4),0,Complex/Hybrid,3517.2275,10,14,0.7295
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(3),0,Complex/Hybrid,3591.2643,2,2,0.0125
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(4),0,Complex/Hybrid,3882.3597,1,1,0.0254
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(5),0,Complex/Hybrid,4173.4551,1,2,0.0052
SPQC_02_MA10140C_6010_080723_EVO,Hex(4)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,1694.6027,6,7,0.0884
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,1856.6555,4,4,0.0412
SPQC_02_MA10140C_6010_080723_EVO,Hex(4)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,1897.682,6,6,1.2598
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,2018.7083,2,2,0.0281
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,2059.7348,28,41,3.4745
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuGc(1)Fuc(1),0,Complex/Hybrid,2075.7298,1,1,0.0439
SPQC_02_MA10140C_6010_080723_EVO,Hex(4)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2100.7614,4,5,0.0865
SPQC_02_MA10140C_6010_080723_EVO,Hex(4)HexNAc(4)NeuAc(2)Fuc(1),0,Complex/Hybrid,2188.7774,2,2,0.0229
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1)Fuc(2),0,Complex/Hybrid,2205.7927,29,32,0.5761
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,2221.7877,2,2,0.0055
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2262.8142,8,12,0.8056
SPQC_02_MA10140C_6010_080723_EVO,Hex(4)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2303.8408,1,1,0.0078
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(2)Fuc(1),0,Complex/Hybrid,2350.8302,41,69,3.2556
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1)Fuc(3),0,Complex/Hybrid,2351.8506,18,23,0.1054
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1)NeuGc(1)Fuc(1),0,Complex/Hybrid,2366.8252,1,1,0.0106
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuGc(2)Fuc(1),0,Complex/Hybrid,2382.8201,1,1,0.0299
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2408.8721,1,1,7.00E-04
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2424.867,8,9,0.0813
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(3)NeuAc(2)Fuc(2),0,Complex/Hybrid,2455.8616,1,1,0.0161
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(2)Fuc(2),0,Complex/Hybrid,2496.8881,5,5,0.048
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1)Fuc(4),0,Complex/Hybrid,2497.9086,1,1,0.0053
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(2)Fuc(1),0,Complex/Hybrid,2553.9096,5,8,0.0744
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(1)Fuc(3),0,Complex/Hybrid,2554.93,1,1,6.00E-04
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2570.9249,7,7,0.0544
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2627.9464,1,1,0.0189
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(3)Fuc(1),0,Complex/Hybrid,2641.9257,1,1,0.0025
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(2)Fuc(3),0,Complex/Hybrid,2642.9461,2,3,0.0164
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(2)Fuc(1),0,Complex/Hybrid,2715.9624,19,31,0.5378
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(1)Fuc(3),0,Complex/Hybrid,2716.9828,8,9,0.0358
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,2756.989,1,1,4.00E-04
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2789.9992,2,2,0.0115
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(3)Fuc(1),0,Complex/Hybrid,2845.005,2,3,0.0212
SPQC_02_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(2)Fuc(3),0,Complex/Hybrid,2846.0254,1,1,0.0203
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(2)Fuc(2),0,Complex/Hybrid,2862.0203,12,15,0.0471
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,2993.0786,1,1,0.0172
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(3)Fuc(1),0,Complex/Hybrid,3007.0578,33,63,4.5087
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(2)Fuc(3),0,Complex/Hybrid,3008.0782,4,5,0.035
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(5)NeuAc(2)Fuc(2),0,Complex/Hybrid,3024.0731,1,1,0.002
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(6)NeuAc(2)Fuc(2),0,Complex/Hybrid,3065.0997,1,1,0.0042
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,3081.0946,5,6,0.0769
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(1)Fuc(3),0,Complex/Hybrid,3082.115,4,4,0.0188
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,3153.1157,14,17,0.1375
SPQC_02_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(2)Fuc(4),0,Complex/Hybrid,3154.1361,4,6,0.0266
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,3155.1314,1,1,0.0143
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(2)Fuc(2),0,Complex/Hybrid,3227.1525,3,4,0.019
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(1)Fuc(4),0,Complex/Hybrid,3228.1729,2,2,0.0034
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(8)NeuAc(1)Fuc(1),0,Complex/Hybrid,3358.2107,1,1,0.0092
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(3)Fuc(1),0,Complex/Hybrid,3372.19,6,12,0.2234
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(2)Fuc(3),0,Complex/Hybrid,3373.2104,1,1,0.0019
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(2)Fuc(1),0,Complex/Hybrid,3446.2268,2,2,0.0044
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(1)Fuc(3),0,Complex/Hybrid,3447.2472,1,1,0.0051
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(3)Fuc(2),0,Complex/Hybrid,3518.2479,5,9,0.0773
SPQC_02_MA10140C_6010_080723_EVO,Hex(9)HexNAc(8)NeuAc(1)Fuc(1),0,Complex/Hybrid,3520.2636,1,1,0.005
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)NeuAc(1)Fuc(5),0,Complex/Hybrid,3577.3102,1,1,0.0137
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(4)Fuc(1),0,Complex/Hybrid,3663.2854,9,12,0.262
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(3)Fuc(3),0,Complex/Hybrid,3664.3058,2,2,0.0287
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)NeuAc(2)Fuc(4),0,Complex/Hybrid,3722.3477,1,1,0.0053
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(3)Fuc(1),0,Complex/Hybrid,3737.3222,1,1,0.0089
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(4)Fuc(2),0,Complex/Hybrid,3809.3433,3,7,0.0665
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)NeuAc(3)Fuc(3),0,Complex/Hybrid,3867.3852,1,1,0.0038
SPQC_02_MA10140C_6010_080723_EVO,Hex(10)HexNAc(9)NeuAc(1)Fuc(1),0,Complex/Hybrid,3885.3957,1,1,0.0014
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(8)NeuAc(1)Fuc(5),0,Complex/Hybrid,3942.4424,1,1,0.0054
SPQC_02_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(3)Fuc(5),0,Complex/Hybrid,3956.4216,1,1,0.0021
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(4)Fuc(1),0,Complex/Hybrid,4028.4176,1,1,0.0065
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(6)NeuAc(4)Fuc(3),0,Complex/Hybrid,4117.454,2,2,1.9772
SPQC_02_MA10140C_6010_080723_EVO,Hex(9)HexNAc(7)NeuAc(3)Fuc(3),0,Complex/Hybrid,4191.4908,2,2,0.0648
SPQC_02_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(5)Fuc(4),0,Complex/Hybrid,4757.6867,1,1,0.0019
SPQC_03_MA10140C_6010_080723_EVO,HexNAc(2),0,Truncated,406.1587,1,1,0.001
SPQC_03_MA10140C_6010_080723_EVO,HexNAc(2)Fuc(1),0,Truncated,552.2166,1,1,1.00E-04
SPQC_03_MA10140C_6010_080723_EVO,Hex(3)HexNAc(2),0,Truncated,892.3172,1,1,0.0061
SPQC_03_MA10140C_6010_080723_EVO,Hex(3)HexNAc(2)Fuc(1),0,Truncated,1038.3751,1,1,0.0011
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(2),0,Oligo-Mannose,1216.4228,1,1,0.0032
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(2),0,Oligo-Mannose,1378.4756,5,5,0.0094
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(2),0,Oligo-Mannose,1540.5284,7,7,0.0981
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(2),0,Oligo-Mannose,1702.5813,4,4,0.3436
SPQC_03_MA10140C_6010_080723_EVO,Hex(9)HexNAc(2),0,Oligo-Mannose,1864.6341,12,12,2.0087
SPQC_03_MA10140C_6010_080723_EVO,Hex(10)HexNAc(2),0,Oligo-Mannose,2026.6869,3,3,0.0768
SPQC_03_MA10140C_6010_080723_EVO,Hex(12)HexNAc(2),0,Oligo-Mannose,2350.7925,3,4,0.02
SPQC_03_MA10140C_6010_080723_EVO,Hex(14)HexNAc(2),0,Oligo-Mannose,2674.8982,1,1,0.0024
SPQC_03_MA10140C_6010_080723_EVO,Hex(3)HexNAc(3),0,Complex/Hybrid,1095.3965,2,2,0.0189
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(3),0,Complex/Hybrid,1257.4494,5,5,0.0818
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(4),0,Complex/Hybrid,1460.5287,2,2,0.0217
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(3),0,Complex/Hybrid,1581.555,2,2,0.0368
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4),0,Complex/Hybrid,1622.5815,8,9,0.2499
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(5),0,Complex/Hybrid,1663.6081,1,1,0.001
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5),0,Complex/Hybrid,1825.6609,3,3,0.006
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(6),0,Complex/Hybrid,1866.6874,2,2,0.0073
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(3),0,Complex/Hybrid,1905.6606,1,1,0.0018
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5),0,Complex/Hybrid,1987.7137,1,1,0.0056
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(7),0,Complex/Hybrid,2393.8724,1,1,0.0033
SPQC_03_MA10140C_6010_080723_EVO,Hex(9)HexNAc(5),0,Complex/Hybrid,2473.8722,1,1,0.001
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7),0,Complex/Hybrid,2717.9781,3,4,0.0073
SPQC_03_MA10140C_6010_080723_EVO,Hex(3)HexNAc(3)Fuc(1),0,Complex/Hybrid,1241.4544,3,3,0.1132
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(3)Fuc(1),0,Complex/Hybrid,1403.5073,5,5,0.1824
SPQC_03_MA10140C_6010_080723_EVO,Hex(3)HexNAc(4)Fuc(1),0,Complex/Hybrid,1444.5338,4,4,0.0387
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(3)Fuc(1),0,Complex/Hybrid,1565.5601,1,1,4.00E-04
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(4)Fuc(1),0,Complex/Hybrid,1606.5866,4,4,1.7928
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(4)Fuc(2),0,Complex/Hybrid,1752.6445,1,1,0.0017
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)Fuc(1),0,Complex/Hybrid,1768.6394,12,13,2.9602
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(5)Fuc(1),0,Complex/Hybrid,1809.666,5,6,0.3331
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)Fuc(2),0,Complex/Hybrid,1914.6973,13,15,0.2227
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(4)Fuc(1),0,Complex/Hybrid,1930.6923,3,3,0.007
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)Fuc(1),0,Complex/Hybrid,1971.7188,8,11,0.2611
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(3)Fuc(3),0,Complex/Hybrid,2019.7287,1,1,0.0095
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)Fuc(3),0,Complex/Hybrid,2060.7552,3,4,0.0186
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)Fuc(2),0,Complex/Hybrid,2117.7767,1,1,0.004
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)Fuc(1),0,Complex/Hybrid,2133.7716,2,2,0.0012
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(6)Fuc(1),0,Complex/Hybrid,2174.7982,1,1,0.0125
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)Fuc(4),0,Complex/Hybrid,2206.8131,7,7,0.1193
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(7)Fuc(1),0,Complex/Hybrid,2215.8247,1,1,0.0014
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)Fuc(3),0,Complex/Hybrid,2263.8346,1,1,5.00E-04
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)Fuc(2),0,Complex/Hybrid,2279.8295,3,3,0.0067
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(5)Fuc(1),0,Complex/Hybrid,2295.8244,1,1,0.0142
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(6)Fuc(1),0,Complex/Hybrid,2336.851,1,1,0.0101
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)Fuc(5),0,Complex/Hybrid,2352.871,1,1,9.00E-04
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)Fuc(3),0,Complex/Hybrid,2425.8874,3,3,0.0075
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(6)Fuc(2),0,Complex/Hybrid,2482.9089,1,1,0.0135
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(6)Fuc(4),0,Complex/Hybrid,2612.9719,2,2,0.0167
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(6)Fuc(3),0,Complex/Hybrid,2628.9668,1,1,0.0056
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)Fuc(1),0,Complex/Hybrid,2701.9832,1,1,0.0033
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)Fuc(3),0,Complex/Hybrid,2791.0196,1,1,0.0067
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(7)Fuc(5),0,Complex/Hybrid,2800.0563,1,1,0.0067
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)Fuc(6),0,Complex/Hybrid,2864.0611,2,2,0.004
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)Fuc(1),0,Complex/Hybrid,2864.036,1,1,0.0032
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)Fuc(4),0,Complex/Hybrid,2937.0775,1,1,0.0032
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)Fuc(3),0,Complex/Hybrid,2994.099,1,1,0.0051
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(8)Fuc(1),0,Complex/Hybrid,3067.1153,1,1,0.005
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)Fuc(4),0,Complex/Hybrid,3140.1569,1,3,0.002
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)Fuc(5),0,Complex/Hybrid,3286.2148,1,1,0.0037
SPQC_03_MA10140C_6010_080723_EVO,Hex(11)HexNAc(7)Fuc(1),0,Complex/Hybrid,3350.1944,2,2,0.0032
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(3)NeuAc(1),0,Complex/Hybrid,1548.5448,27,39,0.3257
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(3)NeuAc(1),0,Complex/Hybrid,1710.5976,5,6,0.4352
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(4)NeuAc(1),0,Complex/Hybrid,1751.6241,8,9,0.1773
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(3)NeuAc(1),0,Complex/Hybrid,1872.6504,10,11,0.3989
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(3)NeuGc(1),0,Complex/Hybrid,1888.6453,1,1,0.0031
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1),0,Complex/Hybrid,1913.6769,62,121,7.5912
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuGc(1),0,Complex/Hybrid,1929.6719,1,1,0.0243
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(5)NeuAc(1),0,Complex/Hybrid,1954.7035,1,1,3.00E-04
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(4)NeuAc(1),0,Complex/Hybrid,2075.7298,5,6,0.0964
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(4)NeuGc(1),0,Complex/Hybrid,2091.7247,1,1,0.0119
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(1),0,Complex/Hybrid,2116.7563,4,5,0.0767
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2204.7723,81,171,45.322
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1)NeuGc(1),0,Complex/Hybrid,2220.7673,1,1,0.0067
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuGc(2),0,Complex/Hybrid,2236.7622,1,1,0.0054
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(1),0,Complex/Hybrid,2278.8091,15,18,0.7186
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2319.8357,1,1,0.0023
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2366.8252,3,3,0.0177
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2407.8517,2,2,0.0049
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2481.8885,1,1,0.0077
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(3),0,Complex/Hybrid,2495.8677,1,1,0.0029
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2569.9045,27,47,2.4872
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2643.9413,3,5,0.0903
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(7)NeuAc(2),0,Complex/Hybrid,2651.9576,1,1,0.0108
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)NeuAc(1),0,Complex/Hybrid,2847.0207,1,1,0.0168
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(3),0,Complex/Hybrid,2860.9999,47,85,8.6028
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(2),0,Complex/Hybrid,2935.0367,7,12,0.3725
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3009.0735,3,3,0.024
