RT	Window.Low	Window.High	204.087
4.55363	625.534	630.536	0
4.55376	630.537	635.539	911.248
4.55393	635.539	640.541	0
4.55412	640.541	645.543	965.102
4.55429	645.543	650.546	1138.92
4.55446	650.546	655.548	0
4.55465	655.548	660.55	0
4.55471	660.55	665.552	592.771
4.55487	665.552	670.555	1024
4.55506	670.555	675.557	510.411
4.55524	675.557	680.559	930.193
4.55546	680.559	685.561	1724.66
4.55565	685.561	690.564	2111.07
4.55584	690.564	695.566	1851.3
4.55603	695.566	700.568	2963.31
4.55632	700.568	705.571	1915.48
4.55651	705.571	710.573	4321.88
4.55668	710.573	715.575	8544.82
4.55687	715.575	720.577	2326.5
4.55703	720.577	725.58	3541.94
4.55712	725.58	730.582	2367.27
4.5577	730.582	735.584	1725.27
4.55789	735.584	740.587	1125.16
4.55808	740.587	745.589	2479.47
4.55819	745.589	750.591	2659.52
4.55838	750.591	755.593	2407.3
4.55857	755.593	760.596	1407.72
4.55876	760.596	765.598	1723.27
4.55895	765.598	770.6	1774.78
4.55911	770.6	775.602	7679.18
4.55933	775.602	780.605	6692.2
4.55952	780.605	785.607	3787.75
4.55971	785.607	790.609	8395.77
4.55988	790.609	795.612	6598.92
4.56007	795.612	800.614	3088.68
4.56024	800.614	805.616	3580.99
4.56043	805.616	810.618	2188.62
4.56062	810.618	815.621	7548.61
4.56078	815.621	820.623	6102.2
4.56097	820.623	825.625	4126.88
4.56116	825.625	830.627	4731.4
4.56135	830.627	835.63	4999.25
4.56154	835.63	840.632	5152.38
4.5617	840.632	845.634	4786.87
4.56186	845.634	850.637	5325.61
4.56196	850.637	855.639	4141.48
4.56213	855.639	860.641	4928.66
4.56229	860.641	865.643	6794.75
4.56246	865.643	870.646	5140.1
4.56262	870.646	875.648	9187.98
4.56276	875.648	880.65	4101.63
4.56293	880.65	885.652	6770.55
4.56312	885.652	890.655	6190.08
4.56329	890.655	895.657	5968.57
4.56348	895.657	900.659	9321
4.56367	900.659	905.662	13408.5
4.56384	905.662	910.664	7872.93
4.564	910.664	915.666	8047.97
4.56419	915.666	920.668	26917.5
4.56438	920.668	925.671	48628.5
4.56457	925.671	930.673	15085.3
4.56474	930.673	935.675	19080.6
4.56493	935.675	940.677	18911.2
4.56511	940.677	945.68	7937.35
4.56528	945.68	950.682	8810.31
4.56547	950.682	955.684	4193.3
4.56563	955.684	960.687	5548.04
4.5658	960.687	965.689	6543.56
4.56596	965.689	970.691	4619.79
4.56612	970.691	975.693	6076.31
4.56631	975.693	980.696	8760.53
4.5665	980.696	985.698	6168.54
4.56655	985.698	990.7	1062.2
4.56673	990.7	995.702	4238.6
4.5669	995.702	1000.7	5640.79
4.56708	1000.7	1005.71	4347.13
4.56725	1005.71	1010.71	2307.31
4.56742	1010.71	1015.71	3634.66
4.56801	1015.71	1020.71	4342.57
4.56814	1020.71	1025.72	3253.57
4.56832	1025.72	1030.72	2722.55
4.56849	1030.72	1035.72	3555.01
4.56866	1035.72	1040.72	5686.76
4.56885	1040.72	1045.73	35878.1
4.56902	1045.73	1050.73	4170.2
4.5692	1050.73	1055.73	5062.82
4.56939	1055.73	1060.73	5218.38
4.56956	1060.73	1065.73	5677.68
4.56973	1065.73	1070.74	12541
4.56991	1070.74	1075.74	3100.29
4.57008	1075.74	1080.74	2251.48
4.57029	380.423	385.425	0
4.57045	385.425	390.427	0
4.57061	390.427	395.43	0
4.57078	395.43	400.432	0
4.57095	400.432	405.434	0
4.57114	405.434	410.436	0
4.57133	410.436	415.439	0
4.5715	415.439	420.441	0
4.57167	420.441	425.443	63.3068
4.57183	425.443	430.446	0
4.572	430.446	435.448	1013.77
4.57217	435.448	440.45	0
4.57234	440.45	445.452	0
4.57253	445.452	450.455	0
4.57269	450.455	455.457	481.958
4.57286	455.457	460.459	0
4.57302	460.459	465.461	0
4.57318	465.461	470.464	0
4.57337	470.464	475.466	0
4.57354	475.466	480.468	0
4.5737	480.468	485.471	0
4.57392	485.471	490.473	0
4.57408	490.473	495.475	0
4.57425	495.475	500.477	0
4.57441	500.477	505.48	0
4.57458	505.48	510.482	0
4.57475	510.482	515.484	0
4.57494	515.484	520.486	365.779
4.57513	520.486	525.489	0
4.57532	525.489	530.491	107.057
4.57551	530.491	535.493	0
4.5757	535.493	540.496	0
4.57585	540.496	545.498	801.844
4.57601	545.498	550.5	1216.81
4.5762	550.5	555.502	61.3159
4.57639	555.502	560.505	703.054
4.57658	560.505	565.507	907.312
4.57675	565.507	570.509	0
4.57708	570.509	575.511	444.902
4.57725	575.511	580.514	0
4.57744	580.514	585.516	445.596
4.57749	585.516	590.518	690.713
4.57768	590.518	595.521	1158.3
4.57787	595.521	600.523	0
4.57846	600.523	605.525	681.682
4.57863	605.525	610.527	375.428
4.5788	610.527	615.53	1983.1
4.57896	615.53	620.532	1105.6
4.57913	620.532	625.534	8721.07
4.57933	625.534	630.536	228.682
4.5795	630.537	635.539	1019.11
4.57966	635.539	640.541	2024.56
4.57986	640.541	645.543	1475.41
4.58002	645.543	650.546	1100.02
4.58019	650.546	655.548	2577.51
4.58038	655.548	660.55	6144.24
4.58047	660.55	665.552	0
4.58064	665.552	670.555	717.469
4.58083	670.555	675.557	2148.85
4.58102	675.557	680.559	2199.59
4.58121	680.559	685.561	2403.79
4.5814	685.561	690.564	2496.31
4.58159	690.564	695.566	2693.06
4.58178	695.566	700.568	1999.34
4.582	700.568	705.571	1877.99
4.58219	705.571	710.573	5450.82
4.58236	710.573	715.575	20788.6
4.58255	715.575	720.577	3098.38
4.58271	720.577	725.58	2841.09
4.58288	725.58	730.582	7371.42
4.58305	730.582	735.584	1471.69
4.58324	735.584	740.587	1900.14
4.58343	740.587	745.589	2032.99
4.58359	745.589	750.591	1607.92
4.58379	750.591	755.593	2555.24
4.58397	755.593	760.596	1670.76
4.58419	760.596	765.598	2277.13
4.58438	765.598	770.6	2339.45
4.58455	770.6	775.602	9710.23
4.58474	775.602	780.605	6568.77
4.58493	780.605	785.607	3027.08
4.58512	785.607	790.609	10939.3
4.58526	790.609	795.612	8933.6
4.58545	795.612	800.614	2700.49
4.58563	800.614	805.616	3654.35
4.58582	805.616	810.618	3909.97
4.586	810.618	815.621	9348.37
4.58618	815.621	820.623	6994.4
4.58637	820.623	825.625	5513.16
4.58656	825.625	830.627	4469.63
4.58676	830.627	835.63	8023.58
4.58695	835.63	840.632	10345.9
4.58711	840.632	845.634	4313.36
4.58728	845.634	850.637	5872.72
4.58756	850.637	855.639	4318.93
4.58772	855.639	860.641	4819.16
4.58789	860.641	865.643	4717.59
4.58805	865.643	870.646	6033.83
4.58822	870.646	875.648	10156.1
4.58839	875.648	880.65	6313.37
4.58898	880.65	885.652	15251.6
4.58917	885.652	890.655	8112.57
4.58934	890.655	895.657	8554.5
4.58953	895.657	900.659	7443.79
4.58972	900.659	905.662	11142.3
4.58989	905.662	910.664	7615.7
4.59006	910.664	915.666	7601.99
4.59025	915.666	920.668	30750.4
4.59044	920.668	925.671	71259.4
4.59063	925.671	930.673	16358.5
4.59079	930.673	935.675	25422.5
4.59098	935.675	940.677	24410.6
4.59117	940.677	945.68	7545.18
4.59134	945.68	950.682	7317.79
4.59155	950.682	955.684	3588.68
4.59172	955.684	960.687	6512.06
4.59188	960.687	965.689	7060.63
4.59205	965.689	970.691	5534.77
4.59221	970.691	975.693	8726.17
4.59242	975.693	980.696	9201.81
4.59261	980.696	985.698	9996.5
4.59269	985.698	990.7	1764.78
4.5928	990.7	995.702	4967.07
4.59297	995.702	1000.7	5010.98
4.59314	1000.7	1005.71	5193.4
4.59332	1005.71	1010.71	3858.24
4.59349	1010.71	1015.71	6060.19
4.59368	1015.71	1020.71	3482.7
4.59386	1020.71	1025.72	4625.88
4.59404	1025.72	1030.72	4108.74
4.59421	1030.72	1035.72	2472.97
4.59439	1035.72	1040.72	4305.61
4.59458	1040.72	1045.73	23077.1
4.59475	1045.73	1050.73	5828.89
4.59493	1050.73	1055.73	6417.33
4.59511	1055.73	1060.73	4099.9
4.5953	1060.73	1065.73	15526.9
4.59547	1065.73	1070.74	37625
4.59565	1070.74	1075.74	3060.13
4.59582	1075.74	1080.74	5288.64
4.59603	380.423	385.425	0
4.59619	385.425	390.427	0
4.59637	390.427	395.43	0
4.59653	395.43	400.432	0
4.5967	400.432	405.434	0
4.59689	405.434	410.436	0
4.59708	410.436	415.439	0
4.59725	415.439	420.441	343.248
4.59742	420.441	425.443	89.3885
4.5977	425.443	430.446	0
4.59786	430.446	435.448	658.447
4.59803	435.448	440.45	0
4.59819	440.45	445.452	0
4.59878	445.452	450.455	0
4.59895	450.455	455.457	0
4.59911	455.457	460.459	0
4.59928	460.459	465.461	0
4.59944	465.461	470.464	0
4.59966	470.464	475.466	0
4.59982	475.466	480.468	219.071
4.59999	480.468	485.471	0
4.60018	485.471	490.473	0
4.60035	490.473	495.475	110.636
4.60052	495.475	500.477	126.458
4.60068	500.477	505.48	0
4.60085	505.48	510.482	72.2282
4.60102	510.482	515.484	214.215
4.60121	515.484	520.486	255.902
4.6014	520.486	525.489	296.845
4.60159	525.489	530.491	621.036
4.60178	530.491	535.493	203.252
4.60197	535.493	540.496	0
4.60208	540.496	545.498	1144.7
4.60225	545.498	550.5	2156.83
4.60244	550.5	555.502	0
4.60262	555.502	560.505	0
4.60281	560.505	565.507	1484.91
4.60298	565.507	570.509	885.188
4.60317	570.509	575.511	634.681
4.60333	575.511	580.514	342.316
4.60352	580.514	585.516	0
4.60359	585.516	590.518	0
4.60378	590.518	595.521	0
4.60397	595.521	600.523	0
4.60413	600.523	605.525	189.416
4.6043	605.525	610.527	357.008
4.60447	610.527	615.53	2254.08
4.60464	615.53	620.532	592.896
4.6048	620.532	625.534	7116.65
4.605	625.534	630.536	788.267
4.60519	630.537	635.539	966.469
4.60536	635.539	640.541	806.684
4.60555	640.541	645.543	1563.52
4.60573	645.543	650.546	2857.09
4.60584	650.546	655.548	0
4.60603	655.548	660.55	5858.02
4.6062	660.55	665.552	1122.36
4.60636	665.552	670.555	1852.96
4.60655	670.555	675.557	1581.29
4.60674	675.557	680.559	994.361
4.60693	680.559	685.561	1348.99
4.60713	685.561	690.564	1591.27
4.60731	690.564	695.566	3725.77
4.60759	695.566	700.568	1811.25
4.60778	700.568	705.571	2174.43
4.60797	705.571	710.573	16706.7
4.60815	710.573	715.575	73304
4.60831	715.575	720.577	10846.2
4.60848	720.577	725.58	4118.32
4.60864	725.58	730.582	9876.2
4.60923	730.582	735.584	2885.7
4.60942	735.584	740.587	3692.11
4.6096	740.587	745.589	3218.72
4.60977	745.589	750.591	2802.36
4.60996	750.591	755.593	3234.92
4.61015	755.593	760.596	2326.9
4.61034	760.596	765.598	3663.05
4.61053	765.598	770.6	4083.54
4.6107	770.6	775.602	17879.2
4.61089	775.602	780.605	8224.19
4.6111	780.605	785.607	5145.55
4.61129	785.607	790.609	10495.7
4.61141	790.609	795.612	6594.24
4.6116	795.612	800.614	4298.49
4.61177	800.614	805.616	4602.6
4.61196	805.616	810.618	3529.48
4.61215	810.618	815.621	7996.12
4.61231	815.621	820.623	8211.18
4.6125	820.623	825.625	4427.62
4.61269	825.625	830.627	4221.37
4.61288	830.627	835.63	15562.9
4.61307	835.63	840.632	32003
4.61323	840.632	845.634	8865.45
4.6134	845.634	850.637	5522.76
4.61359	850.637	855.639	4813.55
4.61375	855.639	860.641	2518.84
4.61391	860.641	865.643	3397.6
4.61408	865.643	870.646	9119.56
4.61424	870.646	875.648	13258.9
4.61441	875.648	880.65	6783.15
4.61457	880.65	885.652	17520.9
4.61476	885.652	890.655	7955.52
4.61493	890.655	895.657	8221.72
4.61512	895.657	900.659	6096.48
4.61531	900.659	905.662	9023.61
4.61547	905.662	910.664	4806.18
4.61564	910.664	915.666	5586.07
4.61583	915.666	920.668	31264.4
4.61602	920.668	925.671	126196
4.61619	925.671	930.673	37468.1
4.61636	930.673	935.675	21963.6
4.61657	935.675	940.677	19188.9
4.61676	940.677	945.68	8076.61
4.61693	945.68	950.682	5357.39
4.61712	950.682	955.684	4595.89
4.61728	955.684	960.687	10429.2
4.61745	960.687	965.689	5683.46
4.61761	965.689	970.691	4784.47
4.61778	970.691	975.693	8237.58
4.61797	975.693	980.696	7107.29
4.61825	980.696	985.698	4902.54
4.61841	985.698	990.7	3976.91
4.61857	990.7	995.702	6588.24
4.61874	995.702	1000.7	8570.98
4.61891	1000.7	1005.71	4729.07
4.61951	1005.71	1010.71	3227.49
4.61969	1010.71	1015.71	8788.64
4.61988	1015.71	1020.71	4323.89
4.62006	1020.71	1025.72	4833.13
4.62023	1025.72	1030.72	5015.01
4.6204	1030.72	1035.72	4522.05
4.62058	1035.72	1040.72	5121.75
4.62077	1040.72	1045.73	18807.3
4.62094	1045.73	1050.73	5451.14
4.62111	1050.73	1055.73	3944.58
4.62131	1055.73	1060.73	4166.53
4.62148	1060.73	1065.73	29760.8
4.62166	1065.73	1070.74	76626.1
4.62183	1070.74	1075.74	3945.74
4.622	1075.74	1080.74	7304.91
4.62221	380.423	385.425	0
4.62238	385.425	390.427	0
4.62254	390.427	395.43	0
4.6227	395.43	400.432	87.3745
4.62287	400.432	405.434	81.4073
4.62308	405.434	410.436	0
4.62327	410.436	415.439	0
4.62344	415.439	420.441	0
4.62361	420.441	425.443	0
4.62378	425.443	430.446	0
4.62394	430.446	435.448	104.134
4.62411	435.448	440.45	0
4.62427	440.45	445.452	0
4.62447	445.452	450.455	695.254
4.62463	450.455	455.457	0
4.6248	455.457	460.459	72.6819
4.62496	460.459	465.461	0
4.62512	465.461	470.464	0
4.62532	470.464	475.466	0
4.62548	475.466	480.468	0
4.62564	480.468	485.471	585.513
4.62583	485.471	490.473	0
4.626	490.473	495.475	114.315
4.62617	495.475	500.477	0
4.62634	500.477	505.48	0
4.6265	505.48	510.482	414.09
4.62667	510.482	515.484	412.511
4.62686	515.484	520.486	0
4.62706	520.486	525.489	209.913
4.62724	525.489	530.491	0
4.62743	530.491	535.493	0
4.62762	535.493	540.496	755.444
4.62776	540.496	545.498	2215.24
4.62804	545.498	550.5	1511.96
4.62823	550.5	555.502	1083.5
4.62842	555.502	560.505	916.916
4.6286	560.505	565.507	928.206
4.62877	565.507	570.509	1282.69
4.62896	570.509	575.511	559.382
4.62912	575.511	580.514	623.567
4.62971	580.514	585.516	0
4.62985	585.516	590.518	190.147
4.63004	590.518	595.521	1162.96
4.63023	595.521	600.523	493.93
4.6304	600.523	605.525	736.446
4.63057	605.525	610.527	601.604
4.63071	610.527	615.53	3971.96
4.63088	615.53	620.532	0
4.63105	620.532	625.534	4610.27
4.63124	625.534	630.536	1373.13
4.63143	630.537	635.539	2042.96
4.63159	635.539	640.541	0
4.63178	640.541	645.543	2146.41
4.63195	645.543	650.546	0
4.63201	650.546	655.548	0
4.6322	655.548	660.55	5563.12
4.63237	660.55	665.552	821.88
4.63253	665.552	670.555	769.018
4.63272	670.555	675.557	1259.63
4.63291	675.557	680.559	1429.57
4.6331	680.559	685.561	1702.58
4.63329	685.561	690.564	1161.3
4.63347	690.564	695.566	6408.13
4.63366	695.566	700.568	3545.16
4.63385	700.568	705.571	2141.49
4.63404	705.571	710.573	22557.1
4.63422	710.573	715.575	138557
4.63436	715.575	720.577	17249.2
4.63453	720.577	725.58	6511.88
4.6347	725.58	730.582	11509.8
4.63487	730.582	735.584	3518.43
4.63506	735.584	740.587	6044.14
4.63525	740.587	745.589	3318.39
4.63542	745.589	750.591	3329.78
4.63561	750.591	755.593	2656.14
4.6358	755.593	760.596	3891.76
4.63599	760.596	765.598	2571.59
4.63618	765.598	770.6	5973.52
4.63634	770.6	775.602	21638.6
4.63653	775.602	780.605	11992.5
4.63672	780.605	785.607	3596.29
4.63691	785.607	790.609	5939.99
4.63706	790.609	795.612	5383.93
4.63725	795.612	800.614	5234.34
4.63741	800.614	805.616	4515.3
4.6376	805.616	810.618	4928.46
4.63779	810.618	815.621	8527.18
4.63796	815.621	820.623	5482.44
4.63814	820.623	825.625	3603.11
4.63842	825.625	830.627	6357.92
4.63861	830.627	835.63	20301.8
4.6388	835.63	840.632	33733.6
4.63897	840.632	845.634	15961.7
4.63913	845.634	850.637	2852.81
4.63932	850.637	855.639	2631.12
4.63948	855.639	860.641	3553.79
4.63965	860.641	865.643	3981.12
4.64024	865.643	870.646	32297.4
4.64041	870.646	875.648	15656.4
4.64058	875.648	880.65	6578.82
4.64075	880.65	885.652	10143.2
4.64094	885.652	890.655	5595.88
4.6411	890.655	895.657	6889.9
4.64129	895.657	900.659	4001.13
4.6415	900.659	905.662	10577.3
4.64167	905.662	910.664	7321.64
4.64183	910.664	915.666	6795.91
4.64203	915.666	920.668	32940.3
4.64222	920.668	925.671	170529
4.64237	925.671	930.673	40687.7
4.64253	930.673	935.675	18637.5
4.64272	935.675	940.677	9878.21
4.64291	940.677	945.68	6151.7
4.64307	945.68	950.682	4971.35
4.64329	950.682	955.684	4656.68
4.64345	955.684	960.687	10831.9
4.64362	960.687	965.689	5858
4.64378	965.689	970.691	4926.22
4.64395	970.691	975.693	6394.78
4.64414	975.693	980.696	5015.15
4.64433	980.696	985.698	5549.25
4.6445	985.698	990.7	3142.51
4.64467	990.7	995.702	4991.21
4.64483	995.702	1000.7	4598.89
4.645	1000.7	1005.71	3210.28
4.64518	1005.71	1010.71	4888.44
4.64535	1010.71	1015.71	11991.6
4.64554	1015.71	1020.71	4089.14
4.64571	1020.71	1025.72	5106.63
4.64588	1025.72	1030.72	4412.65
4.64606	1030.72	1035.72	4056.1
4.64623	1035.72	1040.72	6732.95
4.64642	1040.72	1045.73	16035.6
4.64659	1045.73	1050.73	5929.92
4.64676	1050.73	1055.73	5311.36
4.64695	1055.73	1060.73	4804.62
4.64713	1060.73	1065.73	30429.9
4.6473	1065.73	1070.74	76793.3
4.64748	1070.74	1075.74	4272.11
4.64765	1075.74	1080.74	10508.9
4.64786	380.423	385.425	0
4.64802	385.425	390.427	0
4.64818	390.427	395.43	0
4.64835	395.43	400.432	0
4.64853	400.432	405.434	0
4.64881	405.434	410.436	209.678
4.649	410.436	415.439	0
4.64917	415.439	420.441	0
4.64934	420.441	425.443	0
4.64951	425.443	430.446	70.7413
4.64967	430.446	435.448	412.662
4.64983	435.448	440.45	0
4.65043	440.45	445.452	0
4.65062	445.452	450.455	0
4.65079	450.455	455.457	0
4.65095	455.457	460.459	0
4.65112	460.459	465.461	0
4.65129	465.461	470.464	0
4.65148	470.464	475.466	0
4.65164	475.466	480.468	0
4.65181	480.468	485.471	0
4.652	485.471	490.473	55.091
4.65217	490.473	495.475	0
4.65233	495.475	500.477	493.451
4.6525	500.477	505.48	112.778
4.65267	505.48	510.482	143.314
4.65283	510.482	515.484	615.655
4.65304	515.484	520.486	497.601
4.65323	520.486	525.489	0
4.65342	525.489	530.491	0
4.65362	530.491	535.493	0
4.65381	535.493	540.496	0
4.65397	540.496	545.498	1502.28
4.65414	545.498	550.5	904.523
4.65433	550.5	555.502	306.558
4.65452	555.502	560.505	1165.33
4.6547	560.505	565.507	1013.03
4.65483	565.507	570.509	0
4.65503	570.509	575.511	533.928
4.65519	575.511	580.514	411.923
4.65538	580.514	585.516	701.17
4.65553	585.516	590.518	0
4.65572	590.518	595.521	1001.8
4.65591	595.521	600.523	0
4.65608	600.523	605.525	653.655
4.65625	605.525	610.527	230.71
4.65641	610.527	615.53	4628.75
4.65658	615.53	620.532	790.662
4.65675	620.532	625.534	1714.81
4.65694	625.534	630.536	572.181
4.65713	630.537	635.539	1474.82
4.65729	635.539	640.541	583.549
4.65748	640.541	645.543	1922.34
4.65765	645.543	650.546	0
4.65774	650.546	655.548	1886.88
4.65793	655.548	660.55	3871.83
4.65809	660.55	665.552	1135.34
4.65826	665.552	670.555	1145.12
4.65845	670.555	675.557	635.185
4.65864	675.557	680.559	886.576
4.65891	680.559	685.561	1716.01
4.65913	685.561	690.564	1270.98
4.65932	690.564	695.566	10369.9
4.65951	695.566	700.568	10380.9
4.6597	700.568	705.571	4944.31
4.65989	705.571	710.573	16363.9
4.66005	710.573	715.575	96198.4
4.66059	715.575	720.577	13369.4
4.66076	720.577	725.58	7430.29
4.66092	725.58	730.582	9173.89
4.66109	730.582	735.584	2275.62
4.66128	735.584	740.587	4720.95
4.66147	740.587	745.589	2621.86
4.66163	745.589	750.591	2895.86
4.66182	750.591	755.593	4977.17
4.66201	755.593	760.596	5839.76
4.6622	760.596	765.598	3228.87
4.66239	765.598	770.6	4043.55
4.66257	770.6	775.602	15012.2
4.66276	775.602	780.605	8621.54
4.66293	780.605	785.607	3394.48
4.66313	785.607	790.609	5002.83
4.66329	790.609	795.612	4768.55
4.66349	795.612	800.614	5211.37
4.66365	800.614	805.616	3232.86
4.66384	805.616	810.618	3229.97
4.66403	810.618	815.621	3103.29
4.66419	815.621	820.623	3944.61
4.66438	820.623	825.625	5572.56
4.66457	825.625	830.627	6479.14
4.66476	830.627	835.63	10050.4
4.66495	835.63	840.632	24258.3
4.66511	840.632	845.634	6490.77
4.66528	845.634	850.637	3457.71
4.66547	850.637	855.639	4532.54
4.66564	855.639	860.641	3426.53
4.66581	860.641	865.643	5219.91
4.66598	865.643	870.646	52506.7
4.66614	870.646	875.648	11386.9
4.66631	875.648	880.65	5572.02
4.66647	880.65	885.652	6854.55
4.66667	885.652	890.655	3653.53
4.66683	890.655	895.657	4572.53
4.66702	895.657	900.659	5734.97
4.66721	900.659	905.662	19319.6
4.66738	905.662	910.664	9328.28
4.66754	910.664	915.666	7480.72
4.66773	915.666	920.668	22111
4.66792	920.668	925.671	96140.1
4.66809	925.671	930.673	30444.3
4.66825	930.673	935.675	9262.63
4.66844	935.675	940.677	10165.6
4.66863	940.677	945.68	4049.55
4.6688	945.68	950.682	3956.95
4.66898	950.682	955.684	5058.02
4.66915	955.684	960.687	11246.1
4.66932	960.687	965.689	8758.6
4.6696	965.689	970.691	3146.44
4.66977	970.691	975.693	5236.78
4.66998	975.693	980.696	5066.93
4.67017	980.696	985.698	3073.88
4.67034	985.698	990.7	3432.66
4.67051	990.7	995.702	5043.52
4.6711	995.702	1000.7	3080.87
4.67127	1000.7	1005.71	3915.9
4.67144	1005.71	1010.71	9821.61
4.67163	1010.71	1015.71	8931.71
4.67182	1015.71	1020.71	3994
4.67199	1020.71	1025.72	4146.92
4.67216	1025.72	1030.72	3587.8
4.67235	1030.72	1035.72	3104.03
4.67252	1035.72	1040.72	7289.71
4.67271	1040.72	1045.73	11556.2
4.67288	1045.73	1050.73	5550.99
4.67306	1050.73	1055.73	5555.58
4.67325	1055.73	1060.73	6449.86
4.67342	1060.73	1065.73	17097.7
4.6736	1065.73	1070.74	46375.9
4.67378	1070.74	1075.74	2453.72
4.67395	1075.74	1080.74	8494.71
4.67416	380.423	385.425	0
4.67433	385.425	390.427	0
4.67449	390.427	395.43	263.963
4.67466	395.43	400.432	0
4.67483	400.432	405.434	0
4.67502	405.434	410.436	0
4.67521	410.436	415.439	0
4.67538	415.439	420.441	0
4.67555	420.441	425.443	0
4.67571	425.443	430.446	0
4.67587	430.446	435.448	0
4.67604	435.448	440.45	0
4.6762	440.45	445.452	0
4.67639	445.452	450.455	0
4.67656	450.455	455.457	0
4.67672	455.457	460.459	0
4.67688	460.459	465.461	0
4.67705	465.461	470.464	90.8523
4.67724	470.464	475.466	0
4.6774	475.466	480.468	0
4.67757	480.468	485.471	0
4.67775	485.471	490.473	0
4.67792	490.473	495.475	0
4.67808	495.475	500.477	0
4.67825	500.477	505.48	0
4.67841	505.48	510.482	0
4.67857	510.482	515.484	600.023
4.67876	515.484	520.486	0
4.67895	520.486	525.489	0
4.67914	525.489	530.491	0
4.67933	530.491	535.493	0
4.67952	535.493	540.496	869.639
4.67979	540.496	545.498	343.223
4.67996	545.498	550.5	1400.81
4.68015	550.5	555.502	0
4.68034	555.502	560.505	0
4.68053	560.505	565.507	0
4.68061	565.507	570.509	0
4.68121	570.509	575.511	221.644
4.68137	575.511	580.514	450.254
4.68156	580.514	585.516	872.788
4.68173	585.516	590.518	0
4.68194	590.518	595.521	970.268
4.68213	595.521	600.523	0
4.6823	600.523	605.525	360.587
4.68246	605.525	610.527	860.64
4.68263	610.527	615.53	866.847
4.68279	615.53	620.532	1311.7
4.68295	620.532	625.534	1606.44
4.68314	625.534	630.536	0
4.68332	630.537	635.539	1524.48
4.68349	635.539	640.541	485.058
4.68368	640.541	645.543	867.226
4.68384	645.543	650.546	740.378
4.684	650.546	655.548	1704.36
4.68419	655.548	660.55	3627.62
4.68436	660.55	665.552	2041.64
4.68452	665.552	670.555	1632.62
4.68471	670.555	675.557	0
4.6849	675.557	680.559	1109.26
4.68512	680.559	685.561	1327.39
4.6853	685.561	690.564	4563.98
4.6855	690.564	695.566	8245.85
4.68569	695.566	700.568	6763.6
4.68589	700.568	705.571	5800.48
4.68608	705.571	710.573	8149.92
4.68624	710.573	715.575	41921
4.68643	715.575	720.577	5166.79
4.6866	720.577	725.58	3967.57
4.68676	725.58	730.582	4441.91
4.68693	730.582	735.584	1864.25
4.68711	735.584	740.587	3645.16
4.68731	740.587	745.589	2307.21
4.68747	745.589	750.591	1342.93
4.68766	750.591	755.593	3046.62
4.68785	755.593	760.596	4889.97
4.68804	760.596	765.598	4089.62
4.68823	765.598	770.6	2228.22
4.6884	770.6	775.602	7173.61
4.68859	775.602	780.605	6020.76
4.68878	780.605	785.607	2028.14
4.68897	785.607	790.609	4798.97
4.68914	790.609	795.612	3196.87
4.68933	795.612	800.614	5359.05
4.6895	800.614	805.616	5976.12
4.68969	805.616	810.618	10382.9
4.68983	810.618	815.621	4149.65
4.69	815.621	820.623	4390.91
4.69028	820.623	825.625	5273.8
4.69046	825.625	830.627	4459.78
4.69065	830.627	835.63	7256
4.69084	835.63	840.632	9636.04
4.69101	840.632	845.634	5081.99
4.69117	845.634	850.637	1848.07
4.69177	850.637	855.639	3098.53
4.69193	855.639	860.641	3385.1
4.6921	860.641	865.643	6424.79
4.69226	865.643	870.646	29899.2
4.69243	870.646	875.648	8395.75
4.69259	875.648	880.65	4081.07
4.69276	880.65	885.652	3774.1
4.69295	885.652	890.655	4035.05
4.69311	890.655	895.657	6351.07
4.6933	895.657	900.659	3188.38
4.69349	900.659	905.662	25154
4.69366	905.662	910.664	6892.48
4.69382	910.664	915.666	4886.17
4.69401	915.666	920.668	10236.5
4.6942	920.668	925.671	35849.7
4.69439	925.671	930.673	12364.8
4.69455	930.673	935.675	9123.45
4.69474	935.675	940.677	6376.07
4.69495	940.677	945.68	4680.25
4.69512	945.68	950.682	2193.01
4.69531	950.682	955.684	5221.05
4.69547	955.684	960.687	5220.85
4.69564	960.687	965.689	6721.89
4.69581	965.689	970.691	3126.48
4.69598	970.691	975.693	5701.74
4.69617	975.693	980.696	3217.74
4.69636	980.696	985.698	3843.52
4.69653	985.698	990.7	2432.22
4.6967	990.7	995.702	3937.02
4.69687	995.702	1000.7	3135.63
4.69704	1000.7	1005.71	3139.46
4.69721	1005.71	1010.71	8393.5
4.69739	1010.71	1015.71	7439.96
4.69758	1015.71	1020.71	3535.76
4.69776	1020.71	1025.72	4784.09
4.69793	1025.72	1030.72	3754.13
4.69811	1030.72	1035.72	4104.79
4.69829	1035.72	1040.72	4788.39
4.69848	1040.72	1045.73	8714.49
4.69865	1045.73	1050.73	4374.65
4.69883	1050.73	1055.73	5700.23
4.69902	1055.73	1060.73	4668.95
4.6992	1060.73	1065.73	8816.94
4.69937	1065.73	1070.74	23009.2
4.69955	1070.74	1075.74	3375.1
4.69973	1075.74	1080.74	4034.83
4.69993	380.423	385.425	0
4.7001	385.425	390.427	0
4.70037	390.427	395.43	0
4.70053	395.43	400.432	0
4.7007	400.432	405.434	0
4.70089	405.434	410.436	0
4.70108	410.436	415.439	0
4.70125	415.439	420.441	0
