"ID108129_02","ID108129_03","ID108129_04","IDPhos_01","IDPhos_02","IDPhos_03"
236.617,396.164,382.453,0,0,75.807
254.941,78.2514,600.583,0,0,0
112.512,356.331,147.128,0,0,106.811
104.137,312.426,257.008,0,0,0
244.633,251.64,0,0,0,0
64.315,143.062,282.209,0,62.6638,0
488.242,267.441,231.659,0,0,0
0,0,230.042,0,0,0
0,457.616,253.706,0,0,0
328.505,0,0,0,438.848,0
159.351,200.781,240.047,0,0,0
690.957,206.226,88.1934,0,0,146.922
235.334,330.067,416.422,0,0,0
675.458,558.673,364.922,0,516.561,0
197.174,599.853,675.315,0,0,0
437.578,530.598,0,0,0,0
779.592,477.95,136.568,0,0,0
320.591,239.492,343.45,0,0,187.829
96.1195,0,288.897,0,163.294,180.848
172.073,777.046,1039.32,0,0,0
332.94,466.27,409.957,103.983,0,116.004
585.159,283.268,487.611,0,0,381.101
198.565,404.463,0,0,0,124.799
436.142,210.948,65.0777,0,0,122.153
0,385.234,167.718,0,0,0
408.954,449.221,165.136,0,0,277.547
183.368,440.098,585.77,0,0,188.03
122.625,936.827,395.668,0,56.7606,153.353
268.449,323.666,121.77,0,61.9459,333.092
0,0,249.875,0,0,65.7918
139.29,0,0,0,0,0
0,0,0,0,0,0
0,56.6032,0,0,0,0
0,0,0,0,0,0
0,91.4572,0,0,0,0
114.783,0,0,0,0,0
99.5973,0,0,0,0,0
0,107.838,137.123,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
88.6599,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
159.023,0,0,0,0,0
153.202,0,0,0,0,0
0,0,0,0,0,0
0,0,61.3663,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,135.712,87.1981,0,0
0,0,0,0,0,0
106.962,0,0,0,0,0
0,0,0,0,0,0
0,148.64,0,0,71.8251,0
0,0,0,75.1012,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
84.6023,188.168,241.321,0,0,0
0,0,0,0,0,0
0,62.2232,0,0,0,0
0,0,0,0,0,0
0,0,315.022,0,0,0
0,0,0,0,0,0
116.886,0,0,0,71.6486,0
0,0,62.5256,0,0,0
0,0,0,0,0,0
0,176.488,0,0,0,0
0,0,0,0,0,0
0,81.9118,0,0,0,0
0,0,0,0,0,0
0,104.109,0,0,0,0
0,112.501,0,0,0,0
0,110.368,116.18,0,0,0
0,0,135.368,0,0,0
0,188.207,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,121.493
0,0,0,0,0,0
0,0,0,0,0,0
0,171.997,0,0,0,0
0,73.9654,0,0,0,0
0,137.854,0,0,0,0
0,99.69,0,0,0,0
0,238.131,92.3812,0,0,0
0,244.709,0,0,0,0
0,360.133,0,0,0,102.244
0,83.3675,133.62,0,0,0
133.998,107.889,145.137,0,0,0
93.6424,59.5518,0,0,0,0
133.418,107.063,0,0,0,0
179.487,0,151.211,0,0,0
0,656.632,139.076,0,0,0
0,239.366,0,0,167.86,0
0,203.832,95.3579,0,0,0
155.196,288.596,0,0,0,0
0,0,0,0,0,0
432.059,170.963,170.812,0,0,0
0,89.1386,298.061,0,0,0
0,646.263,0,0,0,0
0,0,104.187,0,0,0
71.069,440.779,313.031,0,0,0
0,149.547,359.856,0,0,0
0,471.525,265.979,0,0,0
159.981,251.665,194.178,0,0,0
0,379.035,0,0,0,0
0,197.708,412.107,0,0,0
0,251.11,217.894,0,0,0
0,298.742,91.4572,0,0,0
0,451.212,499.014,0,0,0
0,0,241.498,0,0,0
126.009,296.978,67.1375,0,0,65.6254
0,541.132,373.087,0,0,141.836
183.703,0,450.15,0,0,0
0,374.015,128.355,0,0,0
91.4477,231.705,121.473,0,0,95.8423
193.776,382.138,173.864,0,63.7101,0
0,426.767,68.8695,0,0,0
91.6999,0,180.751,0,0,0
0,591.158,437.377,0,0,0
174.573,599.802,66.5074,0,0,0
417.43,455.698,1102.8,114.833,0,0
0,539.772,150.554,0,0,0
168.096,622.685,495.189,0,0,0
0,196.089,447.155,0,0,0
0,705.574,234.459,0,0,0
0,253.857,565.553,0,0,277.32
106.528,137.386,232.164,0,56.3511,0
0,320.332,641.37,0,0,0
89.2898,261.241,285.309,0,0,0
0,276.211,118.415,0,0,0
0,431.36,298.843,0,0,0
84.3251,84.9047,0,0,144.578,0
226.765,364.327,217.945,0,0,102.119
152.446,455.925,287.376,0,0,0
336.275,562.359,552.246,0,0,155.65
116.634,486.747,0,0,0,0
149.245,0,81.5082,0,0,0
118.441,118.045,597.66,0,0,112.184
82.9138,266.195,0,0,0,0
230.726,117.289,298.263,0,0,79.8392
201.387,693.805,143.819,0,0,0
125.983,301.589,473.409,125.227,0,100.504
230.621,80.701,367.769,0,0,0
94.7838,158.217,468.425,0,0,190.173
457.44,364.644,672.988,0,0,0
193.474,245.112,0,68.952,0,270.39
480.32,174.447,325.983,0,217.794,0
