,Subj1_0h,Subj1_6h,Subj1_6h_LPS,Subj1_24h,Subj1_24h_LPS,Subj1_48h,Subj1_48h_LPS,Subj2_0h,Subj2_6h,Subj2_6h_LPS,Subj2_24h,Subj2_24h_LPS,Subj2_48h,Subj2_48h_LPS,Subj3_0h,Subj3_6h,Subj3_6h_LPS,Subj3_24h,Subj3_24h_LPS,Subj3_48h,Subj3_48h_LPS,Subj4_0h,Subj4_6h,Subj4_6h_LPS,Subj4_24h,Subj4_24h_LPS,Subj4_48h,Subj4_48h_LPS,SPQC_1,SPQC_2,SPQC_3
Subject,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,SPQC,SPQC,SPQC
Condition,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,SPQC,SPQC,SPQC
P51148,33129.13672,34843.71094,35244.42188,35883.19141,32834.61719,38108.26563,35816.41016,36421.25391,23950.48633,33481.68359,31274.13281,36338.11328,38693.55859,30179.91602,34399.56641,37384.27344,34114.58594,33244.73438,38312.13672,25721.30078,27649.73438,27428.72852,31407.97852,33732.23438,31829.50391,34222.875,32359.28711,30684.72852,28491.01758,32796.00391,30646.10352
P51149,21526.18164,25726.50781,24368.55469,23317.75391,22032.50586,23151.70703,22990.72266,19278.25977,21001.97461,19833.45313,18475.19141,20432.36133,20527.88867,20537.26172,14972.98535,16553.12891,14802.18164,15297.74023,14590.20703,14974.03809,13849.16406,18359.97656,19356.82227,20659.81445,19724.5293,21217.75586,19533.67578,20072.76758,20931.94727,19076.0625,19458.79102
P51665,20876.11133,27027.35156,23281.51563,23159.73828,21624.03906,21703.41797,22572.4082,18941.01367,22509.99414,20094.61133,18899.78906,19519.4375,19068.84961,16520.79102,22379.21484,22795.36523,20143.00195,22291.41992,22257.99219,22344.82227,22353.86523,24793.13477,23731.26953,24295.20313,22450.29102,25969.57031,25223.5,23457.85938,20802.88477,22212.51172,23344.64258
P51812,3656.376221,3726.047607,3456.46582,3201.588867,3859.235596,4086.885742,3554.256836,3277.296875,3511.13501,3556.196289,3323.026367,3108.616699,2607.824219,3268.552734,3570.186768,4559.099609,3655.998291,3996.562012,3741.042969,3658.12207,3951.673828,3967.018066,3694.842529,4185.394531,3985.776611,4107.311523,3767.498291,4171.172852,3874.695313,3555.038574,3915.476807
P51858,16502.14063,15140.11914,17077.92773,15621.55469,13955.06738,16259.86523,14504.85254,21360.32422,20055.09766,19045.77148,20116.98047,19199.94727,17472.29492,19455.32031,16875.29102,15584.65137,15645.625,17133.88867,16519.49805,15126.35645,14044.63867,19678.25,16602.85742,16033.27734,17272.49609,17749.65234,17066.60547,16212.69531,17419.90234,16812.40625,17062.62305
P51884,61195.14844,58727.72266,57054.13672,58626.38672,64392.80859,55081.42969,62246.41016,71952.99219,70726.10156,66206.34375,71265.34375,69669.82813,69513.91406,68556.36719,74710.00781,72664.88281,70872.30469,72717.3125,77199.32031,84561.28125,82395.60938,57882.63281,52673.92969,61046.30469,59195.12891,56504.97656,55511.10156,65395.96875,63451.66406,66329.17969,65789.03125
P51991,1525.043335,2066.779053,2017.811523,1642.607666,1732.440796,1647.398438,1643.283569,2467.971191,2967.27832,2574.470215,2466.405029,2653.635254,1980.807251,1634.464966,1651.474731,2031.829834,2037.974243,2040.158936,2102.677734,1955.398926,1831.578979,2382.149902,2554.793213,2042.177246,2267.780762,2315.479492,2522.087891,2127.755615,1927.941528,1702.194458,1989.169678
P52209,393256.4063,438680.9375,404628.1563,388591,382338,387716.3125,386532.8125,409668.0625,450076.4063,415492.8438,402623.375,395668.875,406978.4063,382606.9375,457865.625,459758.5938,460410.125,459665.1875,449518.1563,446379.3438,440122.5,461265.4688,443324.5,440788.1563,442903.1563,440927.875,464811.6875,422271.9688,418340.2813,420721.7188,429753.1563
P52565,36849.44531,43659.35156,41006.42578,36881.15234,36734.11328,41671.01172,41139.5,47010.91016,53139.63672,51748.85938,48079.39844,49702.92578,49634.02734,49252.28516,42824.92969,41925.96094,42824.85547,43210.09766,38869.88672,41890.48438,43426.48438,38653.02344,41516.14453,39979.90625,39129.35547,40100.17188,42510.21484,36932.96094,43929.89063,42767.53906,40560.04688
P52566,29558.92383,35377.91797,31222.55273,29535.74609,30704.10742,29019.94922,28873.86719,36885.13281,43555.94922,38969.44922,37045.51563,37904.55859,34476.82422,36504.58594,31158.77734,32492.33984,34123.33594,31874.9375,31577.46875,30714.8457,29925.41211,36925.83594,39673.86719,38829.89063,36549.55078,36555.05078,35007.48828,34466.62891,33852.66016,35561.96094,33949.78516
P52597,4608.04248,3484.255615,4188.344238,3597.281738,4353.604492,3069.594971,3512.836182,4547.359863,3441.843018,3150.604736,3131.949951,4771.077637,4197.518066,3970.458252,3725.765137,3398.123047,3339.110107,3280.035156,3962.738281,3814.207275,2600.152832,4487.313965,3416.535645,3589.933838,3814.489502,4364.518555,4971.837402,3163.885498,4340.233887,4168.378906,3111.314453
P52758,25472.61719,24628.27539,25987.20898,25203.86328,22940.76758,23350.99609,27336.41211,25153.16797,24002.37695,25675.0293,25324.97266,25999.2168,23892.14648,25606.35547,23677.11914,24614.44336,25013.30859,24817.14453,25709.01367,21853.94141,24034.29688,21750.33594,19470.51172,19646.34961,18163.82422,19484.45703,17337.02539,18748.95703,23075.8457,24805.37305,20581.5625
P52788,2106.972168,2075.349609,2192.196777,1580.121338,2110.340088,1593.764282,385.962677,NA,NA,660.1873169,927.7856445,972.4499512,712.3997803,NA,1703.210571,1643.912842,1397.802002,1558.435669,1458.666504,2179.723633,1273.463257,1959.294922,2365.695801,1812.380737,2513.674072,1159.762207,1852.379517,1134.193604,1135.944214,1475.613281,NA
P52888,9257.135742,12207.00293,9641.682617,8926.0625,10248.83887,9645.293945,9125.792969,9912.859375,9772.00293,8958.793945,9917.916992,9696.100586,8918.149414,9317.541992,11816.08789,10567.56934,10344.71875,12003.38965,11162.5459,10093.03516,9091.960938,10509.61426,10096.58594,8986.764648,10152.99219,10354.42773,9180.5625,9595.4375,10399.50488,9633.117188,8673.561523
P52907,76902.40625,91438.71094,87790.32813,84985.54688,82631.89844,83660.94531,78744.50781,92095.1875,95376.38281,100440.8828,92100.98438,98225.11719,88823.3125,91225.85938,73952.75,69769.35938,76068.375,75536.55469,70950.20313,70758.23438,69716.00781,93144.32031,99968.45313,93448.59375,90374.125,94094.97656,89652.77344,97530.85938,82443.41406,85586.74219,86935.51563
P53004,243470.7969,254655.4219,246166.4688,236958.9688,253310.4531,246797.6094,249024.6406,262516.75,263501.75,257383.7344,259393.625,259120.7188,257934.9063,250787.125,305346.7813,300731.4063,302041.75,300157.5313,299913.4688,285262.3438,289249.5313,256255.9063,247131.7188,242188.375,249811.5,255669.2344,255134.7188,239196.7188,257133.5938,252759.6875,256600.0313
P53041,6755.254883,6729.909668,7003.477051,5446.970703,6003.514648,7044.052246,6461.347168,5999.604492,6045.048828,6011.933594,7359.994629,7114.075684,6704.740723,6566.526855,8531.636719,8843.820313,7826.98877,8289.318359,7926.382324,7688.845703,6988.780273,7343.987793,7235.980957,6760.45752,8208.195313,8355.930664,6559.504395,6420.998047,7262.564941,5825.262695,6658.382324
P53396,101380.5859,105325.6016,104361.8281,102571.1953,101612.8516,104975.4375,102068.2891,111101.9375,113237.2344,111298.2344,106823.4297,107289.0703,107977.2109,105725.2734,103954.5313,103791.0313,106741.4609,104495.5313,102196.9766,101728.1328,100517.6016,93079.96875,92714.21875,88620.17969,90022.01563,90182.57031,91234.51563,83870.44531,97938.64063,100315.2344,96663.83594
P53602,15055.42773,18069.33203,18243.80664,16856.55078,16252.24805,19615.67188,17669.84375,19108.32031,23181.02344,22601.23828,18271.95117,18080.52539,17984.62305,15949.9082,16582.14258,21816.57813,21140.67578,22243.44922,20628.00781,19446.55078,18717.24609,16574.35742,14571.54492,16197.39941,19425.78516,14488.55176,15320.04199,16071.1123,19277.73438,18676.10156,19914.89648
P53611,5764.658691,8306.246094,6624.007324,5877.701172,8002.089355,6824.074707,6846.362793,4119.023438,6079.211426,3908.294189,3946.839355,5561.445801,5266.935059,3126.414063,5796.588379,6791.700684,4625.074707,6312.119141,6621.412598,6533.584473,5517.081055,3813.422607,4778.961426,4876.511719,4384.608398,3167.423828,3002.299805,4564.771973,5016.508789,5331.981445,5266.226074
P53680,8412.757813,5562.368164,10348.49512,11624.38574,9334.706055,13746.64355,10470.80078,4045.905518,6331.224609,6011.31543,8974.952148,6180.656738,5731.128418,8555.896484,10664.8584,8309.446289,12248.83594,14387.19824,12343.90527,12395.27832,12364.31641,10475.74023,10538.99316,9619.405273,7067.741699,6956.352051,5461.466309,6293.827637,7278.084473,8811.323242,9382.21875
P53985,5777.894043,6197.808594,6808.246582,6174.762207,6000.008301,4408.853027,5349.731934,10141.64844,9920.40625,9461.550781,9701.518555,9618.047852,9335.543945,9111.880859,8510.481445,8078.431152,8622.904297,8587.541992,7843.327637,7585.366211,7936.164063,10991.16309,9553.939453,9023.65918,9614.12207,10287.34473,9784.045898,8637.328125,8302.289063,8917.863281,6937.029785
P53990,7659.246582,8724.670898,7850.828125,7945.348633,7851.20166,7905.020508,7352.385254,6572.268555,7768.486816,7065.115234,6648.234375,6885.720703,7014.038086,7060.804688,7378.874512,8048.220215,7659.181641,7682.172363,7960.839355,7135.215332,6888.957031,8613.780273,7815.53418,7831.225098,8077.252441,8321.371094,8019.018066,7880.873535,7655.080566,7395.012207,7019.232422
P54105,9903.017578,9747.299805,9270.097656,8814.883789,8511.0625,7527.67627,6958.010742,8182.546387,8983.585938,7926.444824,8111.630371,8360.397461,7365.833008,7975.34375,9507.987305,8822.557617,9284.035156,7293.42627,8219.052734,7882.448242,7674.082031,7946.819824,9754.550781,9256.6875,7729.39502,8630.053711,3578.323486,8175.180176,9176.852539,9448.630859,6317.458984
P54252,6409.987305,7865.639648,7326.6875,6692.537109,8022.910645,8197.310547,8965.755859,7785.907227,7655.244141,7699.473633,7076.637207,6989.344238,5241.170898,7273.962402,6513.834961,5478.498047,6480.233887,4714.242676,6589.427734,6832.601563,6006.939941,8115.506836,8469.517578,8771.695313,8090.275879,7869.065918,7110.765137,6920.659668,6239.612793,8017.792969,5597.867188
P54577,14949.22852,16594.75977,15342.56934,14204.5293,13350.3291,13799.84961,13317.68359,8477.466797,12186.54785,9526.71582,9583.466797,8845.604492,9858.441406,8147.779297,14609.11133,13797.60254,13993.08496,13852.65527,13863.80566,12224.68848,11878.20801,18836.87305,16389.78125,17480.07422,16715.00391,17220.12695,18566.67383,14603.5127,13503.64648,13030.31836,13352.12695
P54578,117449.4844,120999.7188,116616.8203,110882.0938,107357.875,104992.1563,105580.75,119803.5156,118940.5703,119149.1719,110853.8906,114734.3594,112159.3594,108083.7656,123992.1641,125080.5,121414.5234,121098.9297,120266.8203,108313.5703,110016.5156,122188.0938,122139.6016,115424.8594,113608.0156,113411.0078,112872.5625,107511.3359,111940.3047,114933.3359,112622.4688
P54725,172106.0313,176068.7656,195111.7969,193920.4844,184751.5781,192175.0938,186334.9531,191440.8438,152239.5625,201594.2969,185761.5781,196502.0313,199531.8906,185142.625,205943.5,199337.1563,208846.0469,202652.1094,207098.9844,206468.4844,197286.7969,203828.7813,222579.4063,192414.7344,210378.0156,206184.3281,216604.9375,206124.8125,184896.7813,204075.0469,186134.7188
P54727,30896.75977,31480.27344,31424.88672,30705.87109,31119.63672,31008.2832,32747.80664,31349.78906,30576.91016,31160.17578,30904.17188,32322.12305,31494.01367,30970.16016,31887.53516,31934.7793,31676.31641,33678.06641,31639.46289,30722.98242,32765.96484,29970.73242,30423.36523,29718.77344,31202.76758,30444.29492,31928.96484,30965.86914,31758.72656,31470.74023,31339.35938
P54920,74870.8125,73704.82031,81012.79688,81779.28906,77792.46094,76674.60938,77940.33594,93577.26563,86749.5625,94966.44531,94459.60156,95663.82813,93507.19531,91392.53906,85588.60938,84693.42188,87894.4375,85633.99219,88438.125,84024.44531,82190.59375,68303.66406,70406.125,68710.61719,68425.40625,67059.67188,69461.59375,63037.90625,79723.46875,80644.10156,80089.49219
P55010,16940.82422,17274.53906,17886.26367,18255.18164,17212.61133,16997.00195,15690.7959,13268.51855,13840.59277,14283.61621,15431.07031,15261.65527,13586.42188,13136.25195,17001.91016,19796.00781,18844.46094,18022.10156,16876.36523,17420.00586,17503.81836,20013.15039,19678.53516,19960.69922,19305.41406,19566.57227,20992.80469,21054.39063,17541.16016,17640.93945,18269.94727
P55036,21156.61328,20334.71094,21405.78516,20606.93164,20666.83789,20709.49219,19977.11133,16871.03906,16755.16992,17139.28516,18076.60547,17981.8418,17749.88867,15583.52637,21696.81055,19451.76758,18971.83594,19444.52344,18351.85156,18478.57617,17169.8125,21574.51563,21275.44727,20123.0332,19020.91992,20069.82813,22364.65625,19259.77344,19247.57813,18578.61719,18384.38477
P55056,20562.97461,21250.98047,19166.20313,19858.97852,20573.30078,19457.15625,21062.45898,15314.10156,16559.07422,15351.78809,15773.02344,15451.66211,15374.80566,15655.32715,10689.17773,10531.39941,10861.93652,10970.69824,11243.54102,11895.06055,12618.67383,10338.00684,11181.56152,11590.14844,11829.93555,10775.60938,11610.7334,12589.40039,14276.05762,13745.2793,14685.19141
P55058,7417.12793,8706.09668,7060.407715,7298.254395,7086.822266,6212.820313,7048.500488,11434.16016,13481.5918,9145.452148,9907.938477,9962.43457,11078.9082,10775.46777,11046.20898,10475.2207,10145.63086,11283.88477,10778.00977,12872.8457,12555.8291,7761.11084,5237.200195,6926.100098,7368.54248,6965.28125,5614.01416,7976.11377,9300.799805,9719.057617,9196.076172
P55060,3186.366455,3597.2854,3897.77832,3319.497559,2470.719971,3803.320557,2995.330322,4091.61499,6738.007813,4319.114258,3968.219238,4161.290527,4043.129395,3218.585693,3433.504395,3140.539063,2367.061035,3535.229248,3104.607422,3204.673828,3504.053955,2567.421143,1978.326172,1995.415161,2134.118408,1958.558716,1771.716675,1293.793945,3444.256348,2599.381836,3245.674072
P55072,265996,269394.75,265840.4375,264265.3125,267149.7813,272288.375,264037.2813,268328.1563,260824.2969,261888.5469,263798.9063,261840.8281,265630.6875,259578.7969,256567.0469,255192.4688,257808.9375,257228.2813,259985.3906,245656.7188,248381.9844,353673.5938,348010.125,329365.3125,335514.0625,348394.7188,357539.75,344281.3125,279328.6563,278476.25,277649.6875
P55103,1596.293701,NA,1810.234009,1512.823486,1653.554199,1223.722778,1522.750732,2081.581299,NA,1643.00647,1763.614014,1829.109253,1310.385864,1611.757935,860.1087646,622.7889404,948.3639526,776.5404053,668.0510254,749.6529541,712.1365356,1783.585815,1758.073364,1949.460815,1664.974976,1784.19458,1604.2323,2118.58667,1417.045532,1541.723022,1519.216797
P55209,14175.83984,16599.19922,16368.72656,15543.53223,14726.48438,13479.05078,14713.07324,17516.29297,19867.0957,18770.99219,17928.95508,20001.32031,18960.67188,17286.64063,17539.78516,17813.31836,19329.2168,18176.24609,17755.48438,17941.41602,17267.99805,15060.10742,18894.81445,17231.25781,15439.39746,17909.36133,16700.85742,15744.01953,18291.37891,15915.17578,17003.79297
P55263,7555.95166,7357.359375,7261.500977,6771.036133,6885.832031,6149.381348,6237.296387,9090.666992,7897.740723,9699.835938,8027.721191,9274.118164,8207.639648,7812.56543,9376.244141,8527.751953,8750.624023,8935.538086,8094.108398,7295.526367,7994.669434,8313.563477,7257.27002,7733.181641,7418.398926,7434.14209,6905.442871,6324.081055,7514.728516,7956.612793,7869.475586
P55786,20680.4668,22531.42969,20660.93555,20699.83984,20038.35352,19104.13281,19408.60352,23923.44531,24352.19531,24129.75195,23374.79492,25059.47266,24230.58008,21902.58789,23961.47656,23191.82617,23699.22852,24098.13672,23535.80273,23544.41406,23615.94922,20348.45898,19788.93945,19084.46875,19555.14453,20522.24023,21008.8125,19225.46875,20788.03125,21251.14844,21508.25391
P55854;P61956;Q6EEV6,55470.69141,55738.71094,53211.75391,52502.85547,52307.65625,53782.24609,53521.09766,71545.14844,76631.5625,77591.92188,72738.60938,75233.39063,72890.30469,76351.4375,59724.48828,59756.60547,61193.95703,60773.46875,59867.14844,58642.98438,60185.67969,58449.87109,56966.66797,56504.44922,54973.10938,59908.21094,60734.37891,58100.64453,58675.76953,59903.53516,61464.55078
P55957,25264.22852,20507.64453,20440.96875,22142.91211,21064.1543,22009.73633,20735.43555,21233.66602,21323.96484,22149.39453,23344.71094,23991.07031,23427.9668,22754.48242,23394.57227,22339.73047,24085.86719,22454.94336,22831.48438,22394.35938,21205.89258,22606.67773,21135.125,21956.66406,20825.16992,20823.0293,22382.84766,23740.79883,19956.98438,22755.91797,21978.17773
P56537,21116.09375,21551.91016,22094.4668,20786.98047,19188.70703,19411.88672,19229.05664,23573.20313,22273.55469,25163.09375,20898.95117,21762.55273,20311.61328,20915.91211,27430.92578,23079.32227,24052.61719,22189.23828,20280.65625,20945.59375,19686.28516,24804.98438,22946.24023,22848.34961,20963.03711,23000.62695,23484.91992,19284.74805,21824.76172,21687.97461,18302.13672
P58546,171852.3281,144948.1875,160653.0156,171298.4375,163510.8438,160216.8281,170597.5625,203758.75,172847.5313,202635.7656,199863.2031,196536.7188,199437.25,202313.9375,152694.1406,171974.1094,189318.3906,169934.9375,169412.6719,165550.6406,158254.6563,176008.0625,174981.3594,177122.5313,180080.0781,166356.0469,173826.0469,170111.1875,177114.4375,178753.2656,185580.8281
P59665;P59666,51792.10938,3255.988525,63383.67969,52115.375,59895.23438,59946.38281,39848.89844,92626.46875,5300.67627,72512.875,95187.10938,96517.35938,54622.46875,104966.2578,52142.73438,57119.26953,71439.09375,56205.66406,70656.53125,40539.30469,56921.15234,111085.3516,154818.5625,90623.625,73584.64844,85595.49219,66877.5,118100.4766,73338.9375,73107.125,73080.57031
P59998,8417.817383,15154.20508,12436.81348,13280.23633,8438.219727,10472.54688,9052.044922,13633.32715,25955.78516,21215.34375,18759.91406,18439.50781,17675.91016,17132.8125,9444.708008,12827.59375,13154.32715,10929.30371,8905.462891,10846.04883,11299.07227,14836.91309,20943.42578,27326.05273,23064.25391,21230.33594,17151.5293,19086.77148,14529.5166,16752.00391,16555.91797
P60174,619417,617543.8125,607726.0625,605781.75,600064.1875,611137.25,611504,783647.875,801006.8125,770528.8125,766532.6875,770577.25,783219.125,767135.3125,714881.1875,708809.125,732001.4375,713281.875,716645.875,691710.6875,686965.3125,704989.8125,697151.6875,656198,664689.5,680566.875,714935.4375,689112.8125,688224.5,689026.875,696735.25
P60660,18323.44531,33991.53906,32393.72461,33447.16406,30320.97852,25601.50586,28054.56836,35712.60547,55064.28125,54037.67188,50272.90234,52187.23828,35761.28516,44266.84766,16166.06445,30299.7168,30921.13477,29359.17578,23314.99414,21121.50195,27461.99023,34620.26563,55574.50781,61485.5625,46832.94141,49494.41406,37847,52327.71094,38936.70703,38888.92188,38446.52734
P60709;P63261,2952172,3500962,3519688.5,3548571.5,3346959.75,3226326.75,3170417,3845482.25,4627383,4623836.5,4380703.5,4430229,3787738.5,4119390,2912812.75,3517690.5,3563992.25,3357631.75,3233487,3013394.75,3143640,3780195.25,4590019,4749321.5,4155075,4469782,3880021.75,4247118.5,3816445.75,3802622.5,3748143.5
P60842,28487.50586,27312.41016,27319.49023,28888.30469,29255.98438,34364.69141,32414.80078,33120.29297,34514.75781,35505.17188,35436.80078,36051.53516,38545.30078,40440.43359,41226.96875,41690.02344,43871.57031,43910.625,41449.03906,47508.52344,46363.01953,30340.58008,34677.99219,32372.6543,32185.77734,32826.81641,38468.91016,34711.62109,35611.17578,33129.69922,33831.23047
P60891,72936.42969,72435.17188,76531.41406,73315.49219,73170.78125,70577.0625,73795.46875,108771.1484,106263.6641,108738.2266,104331.2891,104686.8828,105010.1953,97700.54688,104090.0469,102490.2266,101059.4297,97903.11719,98451.60156,97962.72656,91618.09375,69831.60156,66841.44531,66762.27344,69542.24219,68447.34375,70448.625,64545.57031,82203.42969,84671.71875,83974.67188
